Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
value;newton.c;7;0.7420237064361572;0-2;LSB bit-flip;1
i;newton.c;58;0.9925899505615234;0-2;LSB bit-flip;1
value;newton.c;45;0.5688924789428711;0-2;LSB bit-flip;1
result;newton.c;56;1.4382827281951904;0-2;LSB bit-flip;1
allowed_error;newton.c;45;1.2276990413665771;0-2;LSB bit-flip;1
vector;newton.c;56;0.7593750953674316;0-2;LSB bit-flip;1
value;newton.c;45;0.3894786834716797;0-2;LSB bit-flip;1
result;newton.c;56;0.9309699535369873;0-2;LSB bit-flip;1
result;newton.c;56;1.2620022296905518;0-2;LSB bit-flip;1
value;newton.c;45;0.5968165397644043;0-2;LSB bit-flip;1
value;newton.c;45;0.5546109676361084;0-2;LSB bit-flip;1
value;newton.c;45;1.0641262531280518;0-2;LSB bit-flip;1
vector;newton.c;15;0.28771233558654785;0-2;LSB bit-flip;1
value;newton.c;45;0.722614049911499;0-2;LSB bit-flip;1
m;newton.c;46;0.9502675533294678;0-2;LSB bit-flip;1
i;newton.c;58;1.0663104057312012;0-2;LSB bit-flip;1
i;newton.c;58;0.5232510566711426;0-2;LSB bit-flip;1
vector;newton.c;56;1.135209560394287;0-2;LSB bit-flip;1
vector;newton.c;56;1.1899869441986084;0-2;LSB bit-flip;1
value;newton.c;7;0.6261155605316162;0-2;LSB bit-flip;1
value;newton.c;7;0.565807580947876;0-2;LSB bit-flip;1
result;newton.c;56;0.41933369636535645;0-2;LSB bit-flip;1
value;newton.c;45;0.7004647254943848;0-2;LSB bit-flip;1
i;newton.c;58;0.6769979000091553;0-2;LSB bit-flip;1
vector;newton.c;15;0.30283308029174805;0-2;LSB bit-flip;1
result;newton.c;56;1.0348584651947021;0-2;LSB bit-flip;1
i;newton.c;58;0.43694448471069336;0-2;LSB bit-flip;1
value;newton.c;45;1.5992119312286377;0-2;LSB bit-flip;1
result;newton.c;56;1.5331895351409912;0-2;LSB bit-flip;1
value;newton.c;7;0.6572718620300293;0-2;LSB bit-flip;1
result;newton.c;56;0.44650793075561523;0-2;LSB bit-flip;1
value;newton.c;45;1.263007402420044;0-2;LSB bit-flip;1
result;newton.c;56;0.6074638366699219;0-2;LSB bit-flip;1
value;newton.c;45;1.1495418548583984;0-2;LSB bit-flip;1
i;newton.c;58;1.5828592777252197;0-2;LSB bit-flip;1
result;newton.c;56;1.3816685676574707;0-2;LSB bit-flip;1
m;newton.c;46;0.8277285099029541;0-2;LSB bit-flip;1
value;newton.c;7;1.092334270477295;0-2;LSB bit-flip;1
vector;newton.c;15;1.6025326251983643;0-2;LSB bit-flip;1
value;newton.c;7;0.6863014698028564;0-2;LSB bit-flip;1
vector;newton.c;15;0.8677141666412354;0-2;LSB bit-flip;1
result;newton.c;56;0.5267791748046875;0-2;LSB bit-flip;1
vector;newton.c;56;1.426055908203125;0-2;LSB bit-flip;1
value;newton.c;45;1.288032054901123;0-2;LSB bit-flip;1
value;newton.c;11;0.7560489177703857;0-2;LSB bit-flip;1
vector;newton.c;56;0.3224215507507324;0-2;LSB bit-flip;1
allowed_error;newton.c;60;0.6600308418273926;0-2;LSB bit-flip;1
vector;newton.c;56;0.6280126571655273;0-2;LSB bit-flip;1
result;newton.c;56;1.10957670211792;0-2;LSB bit-flip;1
result;newton.c;56;1.2715566158294678;0-2;LSB bit-flip;1
result;newton.c;56;0.9670710563659668;0-2;LSB bit-flip;1
value;newton.c;7;1.2788097858428955;0-2;LSB bit-flip;1
vector;newton.c;15;0.26326680183410645;0-2;LSB bit-flip;1
i;newton.c;58;0.6932265758514404;0-2;LSB bit-flip;1
value;newton.c;45;0.7412109375;0-2;LSB bit-flip;1
value;newton.c;45;1.7353568077087402;0-2;LSB bit-flip;1
allowed_error;newton.c;60;0.34278082847595215;0-2;LSB bit-flip;1
value;newton.c;45;1.2656476497650146;0-2;LSB bit-flip;1
i;newton.c;58;0.3405647277832031;0-2;LSB bit-flip;1
vector;newton.c;15;0.558546781539917;0-2;LSB bit-flip;1
result;newton.c;56;0.9015107154846191;0-2;LSB bit-flip;1
allowed_error;newton.c;60;1.0572972297668457;0-2;LSB bit-flip;1
value;newton.c;7;0.29997968673706055;0-2;LSB bit-flip;1
value;newton.c;45;0.46275949478149414;0-2;LSB bit-flip;1
result;newton.c;56;1.7595739364624023;0-2;LSB bit-flip;1
result;newton.c;56;1.1342754364013672;0-2;LSB bit-flip;1
result;newton.c;56;0.6475491523742676;0-2;LSB bit-flip;1
result;newton.c;56;0.5110635757446289;0-2;LSB bit-flip;1
i;newton.c;58;1.7444839477539062;0-2;LSB bit-flip;1
vector;newton.c;15;1.0466926097869873;0-2;LSB bit-flip;1
value;newton.c;45;0.7558977603912354;0-2;LSB bit-flip;1
m;newton.c;46;0.8832430839538574;0-2;LSB bit-flip;1
i;newton.c;58;1.1906013488769531;0-2;LSB bit-flip;1
vector;newton.c;15;0.9993555545806885;0-2;LSB bit-flip;1
allowed_error;newton.c;45;0.6847226619720459;0-2;LSB bit-flip;1
value;newton.c;7;1.150531530380249;0-2;LSB bit-flip;1
vector;newton.c;15;1.4189493656158447;0-2;LSB bit-flip;1
i;newton.c;58;1.1520755290985107;0-2;LSB bit-flip;1
value;newton.c;45;1.1294324398040771;0-2;LSB bit-flip;1
vector;newton.c;15;0.2165827751159668;0-2;LSB bit-flip;1
value;newton.c;45;1.1290650367736816;0-2;LSB bit-flip;1
vector;newton.c;15;0.24784159660339355;0-2;LSB bit-flip;1
vector;newton.c;56;1.6497745513916016;0-2;LSB bit-flip;1
allowed_error;newton.c;45;0.4687180519104004;0-2;LSB bit-flip;1
result;newton.c;56;0.90179443359375;0-2;LSB bit-flip;1
i;newton.c;58;0.8012330532073975;0-2;LSB bit-flip;1
value;newton.c;45;0.38008642196655273;0-2;LSB bit-flip;1
i;newton.c;58;1.1591196060180664;0-2;LSB bit-flip;1
vector;newton.c;15;1.0455918312072754;0-2;LSB bit-flip;1
vector;newton.c;56;0.8168203830718994;0-2;LSB bit-flip;1
vector;newton.c;56;1.0321240425109863;0-2;LSB bit-flip;1
value;newton.c;7;1.1459987163543701;0-2;LSB bit-flip;1
result;newton.c;56;0.8968276977539062;0-2;LSB bit-flip;1
i;newton.c;58;0.8797016143798828;0-2;LSB bit-flip;1
value;newton.c;7;0.7352774143218994;0-2;LSB bit-flip;1
result;newton.c;56;1.1227784156799316;0-2;LSB bit-flip;1
value;newton.c;7;0.9151453971862793;0-2;LSB bit-flip;1
result;newton.c;56;1.0662212371826172;0-2;LSB bit-flip;1
value;newton.c;7;0.2944462299346924;0-2;LSB bit-flip;1
value;newton.c;45;0.9527406692504883;0-2;LSB bit-flip;1
vector;newton.c;15;0.3766038417816162;0-2;LSB bit-flip;1
vector;newton.c;56;0.780921220779419;0-2;LSB bit-flip;1
value;newton.c;45;0.984849214553833;0-2;LSB bit-flip;1
m;newton.c;46;1.2416484355926514;0-2;LSB bit-flip;1
vector;newton.c;56;0.3692445755004883;0-2;LSB bit-flip;1
vector;newton.c;56;0.435715913772583;0-2;LSB bit-flip;1
vector;newton.c;15;1.2066142559051514;0-2;LSB bit-flip;1
allowed_error;newton.c;45;0.4036703109741211;0-2;LSB bit-flip;1
value;newton.c;11;0.8551793098449707;0-2;LSB bit-flip;1
value;newton.c;7;0.4674062728881836;0-2;LSB bit-flip;1
value;newton.c;45;1.1111176013946533;0-2;LSB bit-flip;1
value;newton.c;45;1.0366473197937012;0-2;LSB bit-flip;1
result;newton.c;56;0.5534071922302246;0-2;LSB bit-flip;1
result;newton.c;56;0.7259397506713867;0-2;LSB bit-flip;1
result;newton.c;56;0.3236236572265625;0-2;LSB bit-flip;1
value;newton.c;45;1.2672674655914307;0-2;LSB bit-flip;1
result;newton.c;56;0.7138588428497314;0-2;LSB bit-flip;1
allowed_error;newton.c;45;1.2801482677459717;0-2;LSB bit-flip;1
value;newton.c;45;0.9465765953063965;0-2;LSB bit-flip;1
vector;newton.c;15;1.0475175380706787;0-2;LSB bit-flip;1
vector;newton.c;15;0.4318208694458008;0-2;LSB bit-flip;1
result;newton.c;56;0.8401749134063721;0-2;LSB bit-flip;1
value;newton.c;45;1.5461187362670898;0-2;LSB bit-flip;1
value;newton.c;45;0.9564120769500732;0-2;LSB bit-flip;1
result;newton.c;56;0.8412883281707764;0-2;LSB bit-flip;1
allowed_error;newton.c;60;1.1710286140441895;0-2;LSB bit-flip;1
result;newton.c;56;1.6302802562713623;0-2;LSB bit-flip;1
value;newton.c;7;1.295017957687378;0-2;LSB bit-flip;1
result;newton.c;56;0.7282867431640625;0-2;LSB bit-flip;1
vector;newton.c;15;1.0848414897918701;0-2;LSB bit-flip;1
m;newton.c;46;0.8804411888122559;0-2;LSB bit-flip;1
value;newton.c;45;0.6574323177337646;0-2;LSB bit-flip;1
result;newton.c;56;1.6402382850646973;0-2;LSB bit-flip;1
value;newton.c;45;0.8759710788726807;0-2;LSB bit-flip;1
result;newton.c;56;1.2215862274169922;0-2;LSB bit-flip;1
vector;newton.c;56;0.7438287734985352;0-2;LSB bit-flip;1
vector;newton.c;56;0.9457333087921143;0-2;LSB bit-flip;1
value;newton.c;7;1.2309935092926025;0-2;LSB bit-flip;1
vector;newton.c;15;1.1395604610443115;0-2;LSB bit-flip;1
value;newton.c;7;0.7938435077667236;0-2;LSB bit-flip;1
value;newton.c;45;0.6366887092590332;0-2;LSB bit-flip;1
allowed_error;newton.c;60;0.5539917945861816;0-2;LSB bit-flip;1
result;newton.c;56;1.0276954174041748;0-2;LSB bit-flip;1
value;newton.c;45;0.4664616584777832;0-2;LSB bit-flip;1
allowed_error;newton.c;60;1.1444118022918701;0-2;LSB bit-flip;1
value;newton.c;45;1.111473560333252;0-2;LSB bit-flip;1
value;newton.c;45;1.0697462558746338;0-2;LSB bit-flip;1
value;newton.c;45;0.4256918430328369;0-2;LSB bit-flip;1
value;newton.c;45;1.30830717086792;0-2;LSB bit-flip;1
value;newton.c;7;0.5148355960845947;0-2;LSB bit-flip;1
value;newton.c;45;0.602278470993042;0-2;LSB bit-flip;1
i;newton.c;58;0.9078998565673828;0-2;LSB bit-flip;1
result;newton.c;56;1.1543364524841309;0-2;LSB bit-flip;1
value;newton.c;45;0.9350261688232422;0-2;LSB bit-flip;1
i;newton.c;58;0.6432335376739502;0-2;LSB bit-flip;1
value;newton.c;45;1.1079022884368896;0-2;LSB bit-flip;1
value;newton.c;7;0.4105534553527832;0-2;LSB bit-flip;1
value;newton.c;45;1.0366871356964111;0-2;LSB bit-flip;1
i;newton.c;58;0.6890172958374023;0-2;LSB bit-flip;1
result;newton.c;56;1.0660653114318848;0-2;LSB bit-flip;1
vector;newton.c;15;0.4092676639556885;0-2;LSB bit-flip;1
allowed_error;newton.c;45;0.5885152816772461;0-2;LSB bit-flip;1
value;newton.c;45;0.35379958152770996;0-2;LSB bit-flip;1
i;newton.c;58;1.0569980144500732;0-2;LSB bit-flip;1
value;newton.c;45;0.8233709335327148;0-2;LSB bit-flip;1
result;newton.c;56;0.8829960823059082;0-2;LSB bit-flip;1
vector;newton.c;56;1.0426347255706787;0-2;LSB bit-flip;1
value;newton.c;7;1.2139415740966797;0-2;LSB bit-flip;1
vector;newton.c;56;0.9371135234832764;0-2;LSB bit-flip;1
i;newton.c;58;1.1528000831604004;0-2;LSB bit-flip;1
i;newton.c;58;1.6068174839019775;0-2;LSB bit-flip;1
vector;newton.c;15;0.2793915271759033;0-2;LSB bit-flip;1
vector;newton.c;56;0.8054287433624268;0-2;LSB bit-flip;1
value;newton.c;7;0.8682010173797607;0-2;LSB bit-flip;1
vector;newton.c;56;0.49039292335510254;0-2;LSB bit-flip;1
value;newton.c;7;0.8691520690917969;0-2;LSB bit-flip;1
i;newton.c;58;0.3644566535949707;0-2;LSB bit-flip;1
result;newton.c;56;1.2224221229553223;0-2;LSB bit-flip;1
value;newton.c;7;1.2202863693237305;0-2;LSB bit-flip;1
allowed_error;newton.c;45;1.1486117839813232;0-2;LSB bit-flip;1
result;newton.c;56;1.4102489948272705;0-2;LSB bit-flip;1
value;newton.c;7;0.25212883949279785;0-2;LSB bit-flip;1
result;newton.c;56;0.6724162101745605;0-2;LSB bit-flip;1
value;newton.c;7;0.6427834033966064;0-2;LSB bit-flip;1
result;newton.c;56;0.6567065715789795;0-2;LSB bit-flip;1
value;newton.c;7;1.1608002185821533;0-2;LSB bit-flip;1
result;newton.c;56;1.2236840724945068;0-2;LSB bit-flip;1
i;newton.c;58;0.6536633968353271;0-2;LSB bit-flip;1
result;newton.c;56;0.6908705234527588;0-2;LSB bit-flip;1
result;newton.c;56;1.2220866680145264;0-2;LSB bit-flip;1
result;newton.c;56;0.6909642219543457;0-2;LSB bit-flip;1
result;newton.c;56;0.45873117446899414;0-2;LSB bit-flip;1
vector;newton.c;15;0.5580248832702637;0-2;LSB bit-flip;1
value;newton.c;7;0.6949517726898193;0-2;LSB bit-flip;1
vector;newton.c;15;0.44751882553100586;0-2;LSB bit-flip;1
i;newton.c;58;1.1258518695831299;0-2;LSB bit-flip;1
result;newton.c;56;1.37693190574646;0-2;LSB bit-flip;1
i;newton.c;58;1.083390235900879;0-2;LSB bit-flip;1
result;newton.c;56;0.6922295093536377;0-2;LSB bit-flip;1
result;newton.c;56;1.8112576007843018;0-2;LSB bit-flip;1
i;newton.c;58;0.2821948528289795;0-2;LSB bit-flip;1
value;newton.c;11;0.48140501976013184;0-2;LSB bit-flip;1
value;newton.c;45;0.615715742111206;0-2;LSB bit-flip;1
value;newton.c;45;0.7563493251800537;0-2;LSB bit-flip;1
result;newton.c;56;1.031644344329834;0-2;LSB bit-flip;1
result;newton.c;56;0.7081916332244873;0-2;LSB bit-flip;1
value;newton.c;45;0.9221229553222656;0-2;LSB bit-flip;1
value;newton.c;45;1.017460584640503;0-2;LSB bit-flip;1
vector;newton.c;56;1.0110697746276855;0-2;LSB bit-flip;1
result;newton.c;56;1.222529411315918;0-2;LSB bit-flip;1
value;newton.c;45;1.3959388732910156;0-2;LSB bit-flip;1
value;newton.c;7;0.8794646263122559;0-2;LSB bit-flip;1
allowed_error;newton.c;45;1.2195110321044922;0-2;LSB bit-flip;1
value;newton.c;45;0.3635368347167969;0-2;LSB bit-flip;1
result;newton.c;56;0.8249294757843018;0-2;LSB bit-flip;1
result;newton.c;56;0.9798707962036133;0-2;LSB bit-flip;1
result;newton.c;56;0.6522314548492432;0-2;LSB bit-flip;1
i;newton.c;58;1.0505061149597168;0-2;LSB bit-flip;1
result;newton.c;56;1.2684006690979004;0-2;LSB bit-flip;1
value;newton.c;7;1.5114941596984863;0-2;LSB bit-flip;1
vector;newton.c;56;0.815152645111084;0-2;LSB bit-flip;1
result;newton.c;56;1.1710624694824219;0-2;LSB bit-flip;1
i;newton.c;58;1.2610161304473877;0-2;LSB bit-flip;1
value;newton.c;45;0.9374854564666748;0-2;LSB bit-flip;1
value;newton.c;45;0.471693754196167;0-2;LSB bit-flip;1
vector;newton.c;15;0.2753756046295166;0-2;LSB bit-flip;1
vector;newton.c;56;1.0762608051300049;0-2;LSB bit-flip;1
value;newton.c;45;1.1585488319396973;0-2;LSB bit-flip;1
vector;newton.c;15;1.0056159496307373;0-2;LSB bit-flip;1
result;newton.c;56;1.0726394653320312;0-2;LSB bit-flip;1
i;newton.c;58;0.6564152240753174;0-2;LSB bit-flip;1
value;newton.c;7;0.8068268299102783;0-2;LSB bit-flip;1
result;newton.c;56;0.5410969257354736;0-2;LSB bit-flip;1
value;newton.c;45;1.1167082786560059;0-2;LSB bit-flip;1
vector;newton.c;15;1.17510986328125;0-2;LSB bit-flip;1
vector;newton.c;56;0.47835683822631836;0-2;LSB bit-flip;1
allowed_error;newton.c;45;0.6493957042694092;0-2;LSB bit-flip;1
vector;newton.c;56;1.1680545806884766;0-2;LSB bit-flip;1
value;newton.c;7;1.2540669441223145;0-2;LSB bit-flip;1
value;newton.c;45;1.070690393447876;0-2;LSB bit-flip;1
result;newton.c;56;1.5520737171173096;0-2;LSB bit-flip;1
allowed_error;newton.c;60;1.2808995246887207;0-2;LSB bit-flip;1
value;newton.c;45;1.0431556701660156;0-2;LSB bit-flip;1
allowed_error;newton.c;45;1.4504551887512207;0-2;LSB bit-flip;1
result;newton.c;56;1.042586088180542;0-2;LSB bit-flip;1
value;newton.c;45;0.7854983806610107;0-2;LSB bit-flip;1
result;newton.c;56;0.3240318298339844;0-2;LSB bit-flip;1
vector;newton.c;56;1.1424806118011475;0-2;LSB bit-flip;1
i;newton.c;58;0.4234888553619385;0-2;LSB bit-flip;1
vector;newton.c;15;1.0667672157287598;0-2;LSB bit-flip;1
value;newton.c;45;0.6546134948730469;0-2;LSB bit-flip;1
vector;newton.c;15;0.7848148345947266;0-2;LSB bit-flip;1
value;newton.c;45;0.27685022354125977;0-2;LSB bit-flip;1
value;newton.c;7;1.4951953887939453;0-2;LSB bit-flip;1
value;newton.c;45;0.9706182479858398;0-2;LSB bit-flip;1
value;newton.c;45;1.1856822967529297;0-2;LSB bit-flip;1
i;newton.c;58;1.0013389587402344;0-2;LSB bit-flip;1
i;newton.c;58;1.126965045928955;0-2;LSB bit-flip;1
result;newton.c;56;0.6612110137939453;0-2;LSB bit-flip;1
result;newton.c;56;1.1382884979248047;0-2;LSB bit-flip;1
vector;newton.c;56;0.37504124641418457;0-2;LSB bit-flip;1
result;newton.c;56;1.3637993335723877;0-2;LSB bit-flip;1
vector;newton.c;56;1.342989444732666;0-2;LSB bit-flip;1
value;newton.c;45;1.71940279006958;0-2;LSB bit-flip;1
value;newton.c;45;0.5722391605377197;0-2;LSB bit-flip;1
result;newton.c;56;1.2650492191314697;0-2;LSB bit-flip;1
i;newton.c;58;0.2650570869445801;0-2;LSB bit-flip;1
vector;newton.c;15;0.1844639778137207;0-2;LSB bit-flip;1
value;newton.c;7;1.6607539653778076;0-2;LSB bit-flip;1
result;newton.c;56;1.3131279945373535;0-2;LSB bit-flip;1
result;newton.c;56;0.5237555503845215;0-2;LSB bit-flip;1
value;newton.c;45;0.830392599105835;0-2;LSB bit-flip;1
vector;newton.c;15;0.6823198795318604;0-2;LSB bit-flip;1
result;newton.c;56;0.5176398754119873;0-2;LSB bit-flip;1
allowed_error;newton.c;45;0.4022939205169678;0-2;LSB bit-flip;1
vector;newton.c;15;0.8819620609283447;0-2;LSB bit-flip;1
value;newton.c;45;0.48682594299316406;0-2;LSB bit-flip;1
result;newton.c;56;1.0234346389770508;0-2;LSB bit-flip;1
value;newton.c;7;0.833061695098877;0-2;LSB bit-flip;1
