Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
argv;newton.c;79;0.9786157608032227;0-2;LSB bit-flip
argv;newton.c;79;1.5403833389282227;0-2;LSB bit-flip
argv;newton.c;79;0.9208366870880127;0-2;LSB bit-flip
argv;newton.c;79;0.6889472007751465;0-2;LSB bit-flip
argv;newton.c;79;1.1755552291870117;0-2;LSB bit-flip
argv;newton.c;79;1.2238414287567139;0-2;LSB bit-flip
argv;newton.c;79;0.9325516223907471;0-2;LSB bit-flip
argv;newton.c;79;0.8812229633331299;0-2;LSB bit-flip
argv;newton.c;79;0.4796319007873535;0-2;LSB bit-flip
s_args2;newton.c;85;1.087444543838501;0-2;LSB bit-flip
argv;newton.c;79;0.48975610733032227;0-2;LSB bit-flip
argv;newton.c;79;1.7037248611450195;0-2;LSB bit-flip
argv;newton.c;79;0.4473264217376709;0-2;LSB bit-flip
argv;newton.c;79;1.1995866298675537;0-2;LSB bit-flip
argv;newton.c;79;0.9116265773773193;0-2;LSB bit-flip
s_args1;newton.c;85;1.5687305927276611;0-2;LSB bit-flip
s_args2;newton.c;85;1.2735974788665771;0-2;LSB bit-flip
argv;newton.c;79;0.8443827629089355;0-2;LSB bit-flip
argv;newton.c;79;1.3978509902954102;0-2;LSB bit-flip
argv;newton.c;79;0.9156882762908936;0-2;LSB bit-flip
argv;newton.c;79;0.9971911907196045;0-2;LSB bit-flip
s_args2;newton.c;85;1.500746250152588;0-2;LSB bit-flip
s_args2;newton.c;85;1.1829123497009277;0-2;LSB bit-flip
s_args1;newton.c;85;1.5738046169281006;0-2;LSB bit-flip
argv;newton.c;79;0.9586389064788818;0-2;LSB bit-flip
argv;newton.c;79;0.5747861862182617;0-2;LSB bit-flip
argv;newton.c;79;1.0240764617919922;0-2;LSB bit-flip
argv;newton.c;79;0.5401203632354736;0-2;LSB bit-flip
s_args2;newton.c;85;1.5825355052947998;0-2;LSB bit-flip
argv;newton.c;79;0.5254900455474854;0-2;LSB bit-flip
argv;newton.c;79;1.264411211013794;0-2;LSB bit-flip
argv;newton.c;79;0.2810802459716797;0-2;LSB bit-flip
argv;newton.c;79;0.6307158470153809;0-2;LSB bit-flip
argv;newton.c;79;1.302302598953247;0-2;LSB bit-flip
argv;newton.c;79;1.0533254146575928;0-2;LSB bit-flip
argv;newton.c;79;0.5616207122802734;0-2;LSB bit-flip
argv;newton.c;79;0.7732284069061279;0-2;LSB bit-flip
argv;newton.c;79;1.212700605392456;0-2;LSB bit-flip
argv;newton.c;79;0.9224488735198975;0-2;LSB bit-flip
argv;newton.c;79;0.8194715976715088;0-2;LSB bit-flip
s_args1;newton.c;85;1.0673198699951172;0-2;LSB bit-flip
argv;newton.c;79;0.20855927467346191;0-2;LSB bit-flip
argv;newton.c;79;1.5309343338012695;0-2;LSB bit-flip
argv;newton.c;79;0.5254068374633789;0-2;LSB bit-flip
s_args1;newton.c;85;2.0684421062469482;0-2;LSB bit-flip
argv;newton.c;79;0.9803264141082764;0-2;LSB bit-flip
argv;newton.c;79;0.39764833450317383;0-2;LSB bit-flip
argv;newton.c;79;0.9613955020904541;0-2;LSB bit-flip
_rtld_local;rtld.c;162;0.9054701328277588;0-2;LSB bit-flip
argv;newton.c;79;1.2898218631744385;0-2;LSB bit-flip
s_args2;newton.c;85;1.8637332916259766;0-2;LSB bit-flip
argv;newton.c;79;0.30547523498535156;0-2;LSB bit-flip
s_args1;newton.c;85;0.7805173397064209;0-2;LSB bit-flip
argv;newton.c;79;0.43534064292907715;0-2;LSB bit-flip
argv;newton.c;79;0.8668742179870605;0-2;LSB bit-flip
s_args2;newton.c;85;1.0872843265533447;0-2;LSB bit-flip
argv;newton.c;79;0.38026905059814453;0-2;LSB bit-flip
