Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
index;newton.c;41;0.8815524578094482;0-2;LSB bit-flip;0
value;newton.c;54;0.6977396011352539;0-2;LSB bit-flip;0
value;newton.c;54;0.5956814289093018;0-2;LSB bit-flip;0
value;newton.c;54;0.7023501396179199;0-2;LSB bit-flip;0
value;newton.c;54;1.2125341892242432;0-2;LSB bit-flip;0
value;newton.c;54;0.8181619644165039;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.985675573348999;0-2;LSB bit-flip;0
value;newton.c;54;0.7551448345184326;0-2;LSB bit-flip;0
value;newton.c;54;0.5826222896575928;0-2;LSB bit-flip;0
value;newton.c;54;0.7058758735656738;0-2;LSB bit-flip;0
value;newton.c;54;0.45105624198913574;0-2;LSB bit-flip;0
value;newton.c;20;1.1410157680511475;0-2;LSB bit-flip;0
value;newton.c;54;1.620079755783081;0-2;LSB bit-flip;0
value;newton.c;54;1.1310346126556396;0-2;LSB bit-flip;0
index;newton.c;41;1.4549672603607178;0-2;LSB bit-flip;0
index;newton.c;41;1.0709419250488281;0-2;LSB bit-flip;0
value;newton.c;54;1.0526306629180908;0-2;LSB bit-flip;0
result;newton.c;39;1.248180627822876;0-2;LSB bit-flip;0
index;newton.c;41;1.3069734573364258;0-2;LSB bit-flip;0
value;newton.c;54;1.1674938201904297;0-2;LSB bit-flip;0
value;newton.c;54;1.1561753749847412;0-2;LSB bit-flip;0
f_output;newton.c;40;1.025116205215454;0-2;LSB bit-flip;0
result;newton.c;39;1.1660757064819336;0-2;LSB bit-flip;0
result;newton.c;39;1.0796079635620117;0-2;LSB bit-flip;0
value;newton.c;54;0.9608628749847412;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.7335093021392822;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.363633155822754;0-2;LSB bit-flip;0
m;newton.c;55;1.1076951026916504;0-2;LSB bit-flip;0
value;newton.c;16;0.7693862915039062;0-2;LSB bit-flip;0
value;newton.c;54;0.5339131355285645;0-2;LSB bit-flip;0
value;newton.c;54;0.5981001853942871;0-2;LSB bit-flip;0
value;newton.c;16;1.4935450553894043;0-2;LSB bit-flip;0
m;newton.c;55;1.125797986984253;0-2;LSB bit-flip;0
value;newton.c;16;0.5576577186584473;0-2;LSB bit-flip;0
value;newton.c;54;0.5577969551086426;0-2;LSB bit-flip;0
value;newton.c;16;0.919790506362915;0-2;LSB bit-flip;0
value;newton.c;54;0.5412771701812744;0-2;LSB bit-flip;0
index;newton.c;41;1.6871607303619385;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.6143159866333008;0-2;LSB bit-flip;0
value;newton.c;16;0.8806581497192383;0-2;LSB bit-flip;0
value;newton.c;54;0.8645384311676025;0-2;LSB bit-flip;0
value;newton.c;54;1.3657615184783936;0-2;LSB bit-flip;0
value;newton.c;54;0.7473747730255127;0-2;LSB bit-flip;0
value;newton.c;54;1.4695863723754883;0-2;LSB bit-flip;0
value;newton.c;54;0.6006720066070557;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.6467063426971436;0-2;LSB bit-flip;0
m;newton.c;55;0.7486324310302734;0-2;LSB bit-flip;0
value;newton.c;16;1.5543646812438965;0-2;LSB bit-flip;0
value;newton.c;54;0.7841408252716064;0-2;LSB bit-flip;0
value;newton.c;16;0.6914980411529541;0-2;LSB bit-flip;0
value;newton.c;16;0.7937071323394775;0-2;LSB bit-flip;0
value;newton.c;54;0.5085983276367188;0-2;LSB bit-flip;0
value;newton.c;16;0.8572430610656738;0-2;LSB bit-flip;0
value;newton.c;16;0.6287441253662109;0-2;LSB bit-flip;0
f_output;newton.c;40;1.0384132862091064;0-2;LSB bit-flip;0
value;newton.c;54;1.2960186004638672;0-2;LSB bit-flip;0
value;newton.c;54;1.006014347076416;0-2;LSB bit-flip;0
value;newton.c;54;1.145496129989624;0-2;LSB bit-flip;0
value;newton.c;54;1.235243320465088;0-2;LSB bit-flip;0
value;newton.c;54;0.8143634796142578;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.6725711822509766;0-2;LSB bit-flip;0
value;newton.c;54;0.5281734466552734;0-2;LSB bit-flip;0
value;newton.c;54;1.3000116348266602;0-2;LSB bit-flip;0
value;newton.c;54;0.6271843910217285;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.6983604431152344;0-2;LSB bit-flip;0
value;newton.c;54;0.9226305484771729;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.9917736053466797;0-2;LSB bit-flip;0
value;newton.c;16;1.265681505203247;0-2;LSB bit-flip;0
value;newton.c;16;1.3033745288848877;0-2;LSB bit-flip;0
value;newton.c;54;1.304391860961914;0-2;LSB bit-flip;0
value;newton.c;16;1.343590259552002;0-2;LSB bit-flip;0
value;newton.c;16;0.6552104949951172;0-2;LSB bit-flip;0
value;newton.c;54;0.999826192855835;0-2;LSB bit-flip;0
value;newton.c;16;1.2897493839263916;0-2;LSB bit-flip;0
value;newton.c;54;1.2860217094421387;0-2;LSB bit-flip;0
value;newton.c;54;0.7106549739837646;0-2;LSB bit-flip;0
value;newton.c;54;1.2136123180389404;0-2;LSB bit-flip;0
value;newton.c;54;1.0350630283355713;0-2;LSB bit-flip;0
value;newton.c;54;0.5958268642425537;0-2;LSB bit-flip;0
value;newton.c;54;1.1799161434173584;0-2;LSB bit-flip;0
value;newton.c;54;0.661872148513794;0-2;LSB bit-flip;0
m;newton.c;55;0.9997799396514893;0-2;LSB bit-flip;0
f_output;newton.c;40;0.8988447189331055;0-2;LSB bit-flip;0
value;newton.c;54;1.079272985458374;0-2;LSB bit-flip;0
value;newton.c;16;0.6651697158813477;0-2;LSB bit-flip;0
value;newton.c;54;0.9444684982299805;0-2;LSB bit-flip;0
index;newton.c;41;1.7318947315216064;0-2;LSB bit-flip;0
value;newton.c;54;1.2835781574249268;0-2;LSB bit-flip;0
value;newton.c;54;0.5202949047088623;0-2;LSB bit-flip;0
value;newton.c;16;0.814382791519165;0-2;LSB bit-flip;0
value;newton.c;54;1.2262992858886719;0-2;LSB bit-flip;0
value;newton.c;54;0.9854683876037598;0-2;LSB bit-flip;0
result;newton.c;39;1.0894110202789307;0-2;LSB bit-flip;0
value;newton.c;54;1.088191032409668;0-2;LSB bit-flip;0
value;newton.c;54;1.5339601039886475;0-2;LSB bit-flip;0
value;newton.c;54;1.3079099655151367;0-2;LSB bit-flip;0
value;newton.c;16;0.9410903453826904;0-2;LSB bit-flip;0
result;newton.c;39;0.8692746162414551;0-2;LSB bit-flip;0
value;newton.c;54;0.7300076484680176;0-2;LSB bit-flip;0
value;newton.c;54;0.8617963790893555;0-2;LSB bit-flip;0
index;newton.c;41;1.7287428379058838;0-2;LSB bit-flip;0
value;newton.c;16;1.2357289791107178;0-2;LSB bit-flip;0
value;newton.c;54;0.5860652923583984;0-2;LSB bit-flip;0
value;newton.c;54;0.9544732570648193;0-2;LSB bit-flip;0
value;newton.c;54;0.9483950138092041;0-2;LSB bit-flip;0
value;newton.c;16;0.5844223499298096;0-2;LSB bit-flip;0
value;newton.c;54;1.0747427940368652;0-2;LSB bit-flip;0
value;newton.c;54;0.5049276351928711;0-2;LSB bit-flip;0
value;newton.c;54;0.8655307292938232;0-2;LSB bit-flip;0
f_output;newton.c;40;0.9205145835876465;0-2;LSB bit-flip;0
value;newton.c;54;0.5073416233062744;0-2;LSB bit-flip;0
value;newton.c;54;0.8061399459838867;0-2;LSB bit-flip;0
value;newton.c;54;0.8900837898254395;0-2;LSB bit-flip;0
value;newton.c;54;1.1849513053894043;0-2;LSB bit-flip;0
value;newton.c;54;0.9918978214263916;0-2;LSB bit-flip;0
value;newton.c;54;1.3814458847045898;0-2;LSB bit-flip;0
value;newton.c;54;1.0882937908172607;0-2;LSB bit-flip;0
value;newton.c;16;0.6910719871520996;0-2;LSB bit-flip;0
value;newton.c;54;1.5313835144042969;0-2;LSB bit-flip;0
m;newton.c;55;1.475738286972046;0-2;LSB bit-flip;0
index;newton.c;41;1.7271695137023926;0-2;LSB bit-flip;0
result;newton.c;39;1.3187618255615234;0-2;LSB bit-flip;0
index;newton.c;41;1.6221036911010742;0-2;LSB bit-flip;0
__GI__IO_file_jumps;fileops.c;1537;0.29189610481262207;0-2;LSB bit-flip;0
value;newton.c;54;0.8293571472167969;0-2;LSB bit-flip;0
value;newton.c;54;1.3704540729522705;0-2;LSB bit-flip;0
value;newton.c;54;1.25584077835083;0-2;LSB bit-flip;0
value;newton.c;54;0.9546740055084229;0-2;LSB bit-flip;0
m;newton.c;55;0.3929252624511719;0-2;LSB bit-flip;0
value;newton.c;16;1.4887416362762451;0-2;LSB bit-flip;0
value;newton.c;54;1.2255535125732422;0-2;LSB bit-flip;0
value;newton.c;54;1.0009028911590576;0-2;LSB bit-flip;0
value;newton.c;54;0.6458408832550049;0-2;LSB bit-flip;0
value;newton.c;54;0.3863351345062256;0-2;LSB bit-flip;0
value;newton.c;54;0.6487722396850586;0-2;LSB bit-flip;0
value;newton.c;54;0.7302815914154053;0-2;LSB bit-flip;0
value;newton.c;54;1.274057149887085;0-2;LSB bit-flip;0
value;newton.c;16;1.4422285556793213;0-2;LSB bit-flip;0
value;newton.c;54;0.9714398384094238;0-2;LSB bit-flip;0
index;newton.c;41;1.0008246898651123;0-2;LSB bit-flip;0
result;newton.c;39;1.587587833404541;0-2;LSB bit-flip;0
value;newton.c;54;1.2201135158538818;0-2;LSB bit-flip;0
value;newton.c;16;1.3436205387115479;0-2;LSB bit-flip;0
value;newton.c;54;0.5009353160858154;0-2;LSB bit-flip;0
value;newton.c;54;0.997776985168457;0-2;LSB bit-flip;0
value;newton.c;16;1.2868726253509521;0-2;LSB bit-flip;0
value;newton.c;54;1.4918389320373535;0-2;LSB bit-flip;0
value;newton.c;16;0.9131038188934326;0-2;LSB bit-flip;0
value;newton.c;20;0.965768575668335;0-2;LSB bit-flip;0
value;newton.c;54;1.3052756786346436;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.2285113334655762;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.3650462627410889;0-2;LSB bit-flip;0
value;newton.c;54;0.9462080001831055;0-2;LSB bit-flip;0
value;newton.c;54;0.6399316787719727;0-2;LSB bit-flip;0
value;newton.c;16;1.6332001686096191;0-2;LSB bit-flip;0
m;newton.c;55;1.5930604934692383;0-2;LSB bit-flip;0
value;newton.c;54;0.5439052581787109;0-2;LSB bit-flip;0
value;newton.c;54;0.8355653285980225;0-2;LSB bit-flip;0
value;newton.c;54;0.9055211544036865;0-2;LSB bit-flip;0
value;newton.c;54;0.6854557991027832;0-2;LSB bit-flip;0
index;newton.c;41;1.0171239376068115;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.554255723953247;0-2;LSB bit-flip;0
value;newton.c;16;0.5748579502105713;0-2;LSB bit-flip;0
value;newton.c;54;0.4833953380584717;0-2;LSB bit-flip;0
value;newton.c;54;0.7784848213195801;0-2;LSB bit-flip;0
value;newton.c;54;1.047837734222412;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.8445479869842529;0-2;LSB bit-flip;0
value;newton.c;54;1.130530595779419;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.5962443351745605;0-2;LSB bit-flip;0
value;newton.c;16;0.8443126678466797;0-2;LSB bit-flip;0
value;newton.c;54;0.48932600021362305;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.7865722179412842;0-2;LSB bit-flip;0
value;newton.c;16;1.2162096500396729;0-2;LSB bit-flip;0
value;newton.c;54;1.3709728717803955;0-2;LSB bit-flip;0
value;newton.c;54;0.792464017868042;0-2;LSB bit-flip;0
value;newton.c;16;1.517935037612915;0-2;LSB bit-flip;0
value;newton.c;16;1.1564252376556396;0-2;LSB bit-flip;0
value;newton.c;54;1.50813889503479;0-2;LSB bit-flip;0
value;newton.c;54;1.0887856483459473;0-2;LSB bit-flip;0
value;newton.c;54;0.7405624389648438;0-2;LSB bit-flip;0
m;newton.c;55;0.8783750534057617;0-2;LSB bit-flip;0
value;newton.c;54;0.756044864654541;0-2;LSB bit-flip;0
value;newton.c;54;1.015716314315796;0-2;LSB bit-flip;0
index;newton.c;41;1.2379541397094727;0-2;LSB bit-flip;0
result;newton.c;39;0.9940140247344971;0-2;LSB bit-flip;0
value;newton.c;54;1.405024528503418;0-2;LSB bit-flip;0
value;newton.c;54;1.318568229675293;0-2;LSB bit-flip;0
value;newton.c;54;0.4644012451171875;0-2;LSB bit-flip;0
value;newton.c;16;1.026745080947876;0-2;LSB bit-flip;0
m;newton.c;55;0.7720999717712402;0-2;LSB bit-flip;0
result;newton.c;39;1.7995154857635498;0-2;LSB bit-flip;0
f_output;newton.c;40;1.1413919925689697;0-2;LSB bit-flip;0
value;newton.c;16;0.7387006282806396;0-2;LSB bit-flip;0
value;newton.c;54;1.412813663482666;0-2;LSB bit-flip;0
value;newton.c;54;0.4691014289855957;0-2;LSB bit-flip;0
value;newton.c;54;1.1288542747497559;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.9455196857452393;0-2;LSB bit-flip;0
value;newton.c;54;1.0942473411560059;0-2;LSB bit-flip;0
value;newton.c;54;1.6519525051116943;0-2;LSB bit-flip;0
value;newton.c;54;1.2087843418121338;0-2;LSB bit-flip;0
index;newton.c;41;1.6437323093414307;0-2;LSB bit-flip;0
value;newton.c;54;0.8304128646850586;0-2;LSB bit-flip;0
value;newton.c;20;1.3019087314605713;0-2;LSB bit-flip;0
f_output;newton.c;40;1.3668675422668457;0-2;LSB bit-flip;0
value;newton.c;16;1.5017571449279785;0-2;LSB bit-flip;0
value;newton.c;16;1.1727750301361084;0-2;LSB bit-flip;0
f_output;newton.c;40;1.1244795322418213;0-2;LSB bit-flip;0
value;newton.c;54;1.053553819656372;0-2;LSB bit-flip;0
index;newton.c;41;0.9273295402526855;0-2;LSB bit-flip;0
index;newton.c;41;1.2165019512176514;0-2;LSB bit-flip;0
value;newton.c;54;0.7508149147033691;0-2;LSB bit-flip;0
value;newton.c;54;0.9694936275482178;0-2;LSB bit-flip;0
value;newton.c;54;1.0258023738861084;0-2;LSB bit-flip;0
value;newton.c;16;1.1298086643218994;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.607154369354248;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.6604022979736328;0-2;LSB bit-flip;0
value;newton.c;54;1.3756098747253418;0-2;LSB bit-flip;0
value;newton.c;16;1.2725260257720947;0-2;LSB bit-flip;0
value;newton.c;54;1.3551676273345947;0-2;LSB bit-flip;0
f_output;newton.c;40;1.0553240776062012;0-2;LSB bit-flip;0
value;newton.c;54;1.1464524269104004;0-2;LSB bit-flip;0
value;newton.c;54;1.0198917388916016;0-2;LSB bit-flip;0
value;newton.c;16;0.6456053256988525;0-2;LSB bit-flip;0
value;newton.c;54;0.4721229076385498;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.8649430274963379;0-2;LSB bit-flip;0
value;newton.c;54;1.282886028289795;0-2;LSB bit-flip;0
value;newton.c;16;1.297433853149414;0-2;LSB bit-flip;0
value;newton.c;54;1.1856944561004639;0-2;LSB bit-flip;0
m;newton.c;55;0.9631743431091309;0-2;LSB bit-flip;0
value;newton.c;54;0.5924324989318848;0-2;LSB bit-flip;0
value;newton.c;54;0.3879072666168213;0-2;LSB bit-flip;0
value;newton.c;54;1.386385440826416;0-2;LSB bit-flip;0
value;newton.c;54;0.8005368709564209;0-2;LSB bit-flip;0
value;newton.c;16;0.7614784240722656;0-2;LSB bit-flip;0
value;newton.c;54;0.3448927402496338;0-2;LSB bit-flip;0
value;newton.c;54;0.7438695430755615;0-2;LSB bit-flip;0
value;newton.c;54;1.0243093967437744;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.6652874946594238;0-2;LSB bit-flip;0
value;newton.c;54;1.3249764442443848;0-2;LSB bit-flip;0
value;newton.c;20;1.3511958122253418;0-2;LSB bit-flip;0
f_output;newton.c;40;0.8964574337005615;0-2;LSB bit-flip;0
value;newton.c;16;1.2319371700286865;0-2;LSB bit-flip;0
index;newton.c;41;3.2188568115234375;0-2;LSB bit-flip;0
value;newton.c;54;0.8682804107666016;0-2;LSB bit-flip;0
value;newton.c;54;0.9569551944732666;0-2;LSB bit-flip;0
value;newton.c;54;0.4397740364074707;0-2;LSB bit-flip;0
value;newton.c;54;1.1013550758361816;0-2;LSB bit-flip;0
value;newton.c;54;1.2422537803649902;0-2;LSB bit-flip;0
value;newton.c;16;1.1951289176940918;0-2;LSB bit-flip;0
value;newton.c;54;1.2809531688690186;0-2;LSB bit-flip;0
value;newton.c;54;1.3304600715637207;0-2;LSB bit-flip;0
value;newton.c;54;0.8957223892211914;0-2;LSB bit-flip;0
value;newton.c;54;1.4146311283111572;0-2;LSB bit-flip;0
value;newton.c;20;0.947157621383667;0-2;LSB bit-flip;0
value;newton.c;16;0.8570005893707275;0-2;LSB bit-flip;0
value;newton.c;54;1.2519261837005615;0-2;LSB bit-flip;0
value;newton.c;54;0.6076886653900146;0-2;LSB bit-flip;0
value;newton.c;54;0.909308671951294;0-2;LSB bit-flip;0
value;newton.c;54;1.568636417388916;0-2;LSB bit-flip;0
m;newton.c;55;1.6631205081939697;0-2;LSB bit-flip;0
m;newton.c;55;1.5417985916137695;0-2;LSB bit-flip;0
m;newton.c;55;0.7739686965942383;0-2;LSB bit-flip;0
m;newton.c;55;0.9197120666503906;0-2;LSB bit-flip;0
index;newton.c;41;1.221757411956787;0-2;LSB bit-flip;0
value;newton.c;54;0.3696784973144531;0-2;LSB bit-flip;0
value;newton.c;54;0.997962474822998;0-2;LSB bit-flip;0
value;newton.c;54;1.02091383934021;0-2;LSB bit-flip;0
value;newton.c;54;1.2466025352478027;0-2;LSB bit-flip;0
value;newton.c;54;0.8674378395080566;0-2;LSB bit-flip;0
value;newton.c;16;0.997417688369751;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.4485383033752441;0-2;LSB bit-flip;0
value;newton.c;54;1.0485124588012695;0-2;LSB bit-flip;0
f_output;newton.c;40;1.580470085144043;0-2;LSB bit-flip;0
value;newton.c;54;1.4016456604003906;0-2;LSB bit-flip;0
value;newton.c;54;1.1351056098937988;0-2;LSB bit-flip;0
value;newton.c;54;0.9722967147827148;0-2;LSB bit-flip;0
value;newton.c;54;1.0190367698669434;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.1874096393585205;0-2;LSB bit-flip;0
value;newton.c;54;0.6362996101379395;0-2;LSB bit-flip;0
value;newton.c;54;1.186112403869629;0-2;LSB bit-flip;0
value;newton.c;54;1.5336964130401611;0-2;LSB bit-flip;0
result;newton.c;39;1.4281725883483887;0-2;LSB bit-flip;0
f_output;newton.c;40;1.5875132083892822;0-2;LSB bit-flip;0
value;newton.c;54;1.0833323001861572;0-2;LSB bit-flip;0
value;newton.c;16;1.3219683170318604;0-2;LSB bit-flip;0
value;newton.c;54;0.4750983715057373;0-2;LSB bit-flip;0
value;newton.c;54;1.2546460628509521;0-2;LSB bit-flip;0
value;newton.c;16;1.2530250549316406;0-2;LSB bit-flip;0
value;newton.c;54;0.5701920986175537;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.6949012279510498;0-2;LSB bit-flip;0
value;newton.c;16;0.6504566669464111;0-2;LSB bit-flip;0
value;newton.c;54;1.1176459789276123;0-2;LSB bit-flip;0
index;newton.c;41;0.9551072120666504;0-2;LSB bit-flip;0
value;newton.c;16;1.3248562812805176;0-2;LSB bit-flip;0
value;newton.c;54;1.5666649341583252;0-2;LSB bit-flip;0
value;newton.c;16;0.7437961101531982;0-2;LSB bit-flip;0
value;newton.c;54;0.3520677089691162;0-2;LSB bit-flip;0
value;newton.c;16;1.380702257156372;0-2;LSB bit-flip;0
value;newton.c;54;1.22944974899292;0-2;LSB bit-flip;0
m;newton.c;55;1.0235776901245117;0-2;LSB bit-flip;0
value;newton.c;54;0.6393678188323975;0-2;LSB bit-flip;0
f_output;newton.c;40;1.5477309226989746;0-2;LSB bit-flip;0
value;newton.c;54;0.8391625881195068;0-2;LSB bit-flip;0
value;newton.c;54;1.2156798839569092;0-2;LSB bit-flip;0
m;newton.c;55;1.1272547245025635;0-2;LSB bit-flip;0
result;newton.c;39;1.005713701248169;0-2;LSB bit-flip;0
value;newton.c;54;1.1537187099456787;0-2;LSB bit-flip;0
index;newton.c;41;1.2347955703735352;0-2;LSB bit-flip;0
value;newton.c;54;1.0995936393737793;0-2;LSB bit-flip;0
value;newton.c;16;0.766592264175415;0-2;LSB bit-flip;0
value;newton.c;54;0.3920116424560547;0-2;LSB bit-flip;0
value;newton.c;54;1.008634328842163;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.926131010055542;0-2;LSB bit-flip;0
value;newton.c;54;0.7923471927642822;0-2;LSB bit-flip;0
value;newton.c;16;1.1442525386810303;0-2;LSB bit-flip;0
index;newton.c;41;1.0883147716522217;0-2;LSB bit-flip;0
value;newton.c;54;0.5084879398345947;0-2;LSB bit-flip;0
result;newton.c;39;1.5294530391693115;0-2;LSB bit-flip;0
value;newton.c;54;1.1326096057891846;0-2;LSB bit-flip;0
value;newton.c;54;1.4064180850982666;0-2;LSB bit-flip;0
value;newton.c;54;1.118746280670166;0-2;LSB bit-flip;0
index;newton.c;41;1.7595701217651367;0-2;LSB bit-flip;0
f_output;newton.c;40;1.0678975582122803;0-2;LSB bit-flip;0
value;newton.c;54;1.3499372005462646;0-2;LSB bit-flip;0
index;newton.c;41;1.792050838470459;0-2;LSB bit-flip;0
allowed_error;newton.c;54;1.3808701038360596;0-2;LSB bit-flip;0
value;newton.c;54;1.3589231967926025;0-2;LSB bit-flip;0
value;newton.c;54;0.8278605937957764;0-2;LSB bit-flip;0
m;newton.c;55;0.7314345836639404;0-2;LSB bit-flip;0
value;newton.c;54;0.5079944133758545;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.6013064384460449;0-2;LSB bit-flip;0
value;newton.c;54;0.9247474670410156;0-2;LSB bit-flip;0
result;newton.c;39;1.1873297691345215;0-2;LSB bit-flip;0
index;newton.c;41;1.3180832862854004;0-2;LSB bit-flip;0
m;newton.c;55;1.1273422241210938;0-2;LSB bit-flip;0
value;newton.c;54;1.140580654144287;0-2;LSB bit-flip;0
value;newton.c;54;0.5360662937164307;0-2;LSB bit-flip;0
value;newton.c;54;1.1979734897613525;0-2;LSB bit-flip;0
value;newton.c;54;0.7583818435668945;0-2;LSB bit-flip;0
value;newton.c;54;1.2231824398040771;0-2;LSB bit-flip;0
value;newton.c;16;0.5895364284515381;0-2;LSB bit-flip;0
value;newton.c;54;1.4399683475494385;0-2;LSB bit-flip;0
value;newton.c;54;1.5132603645324707;0-2;LSB bit-flip;0
value;newton.c;54;0.5849442481994629;0-2;LSB bit-flip;0
result;newton.c;39;1.1968376636505127;0-2;LSB bit-flip;0
value;newton.c;54;0.9469122886657715;0-2;LSB bit-flip;0
value;newton.c;16;0.780264139175415;0-2;LSB bit-flip;0
index;newton.c;41;1.7802813053131104;0-2;LSB bit-flip;0
value;newton.c;54;1.4196193218231201;0-2;LSB bit-flip;0
index;newton.c;41;1.2259581089019775;0-2;LSB bit-flip;0
value;newton.c;54;0.6598141193389893;0-2;LSB bit-flip;0
value;newton.c;54;1.622342824935913;0-2;LSB bit-flip;0
value;newton.c;54;1.3176019191741943;0-2;LSB bit-flip;0
value;newton.c;54;1.3767013549804688;0-2;LSB bit-flip;0
value;newton.c;54;0.9558858871459961;0-2;LSB bit-flip;0
value;newton.c;54;1.0497710704803467;0-2;LSB bit-flip;0
value;newton.c;16;1.531754732131958;0-2;LSB bit-flip;0
value;newton.c;54;1.1548519134521484;0-2;LSB bit-flip;0
value;newton.c;54;0.6997456550598145;0-2;LSB bit-flip;0
value;newton.c;54;1.331333875656128;0-2;LSB bit-flip;0
m;newton.c;55;0.942523717880249;0-2;LSB bit-flip;0
value;newton.c;54;1.2452919483184814;0-2;LSB bit-flip;0
value;newton.c;54;1.270416498184204;0-2;LSB bit-flip;0
value;newton.c;54;1.0461931228637695;0-2;LSB bit-flip;0
value;newton.c;54;1.09242582321167;0-2;LSB bit-flip;0
value;newton.c;54;0.6062266826629639;0-2;LSB bit-flip;0
value;newton.c;54;0.7771327495574951;0-2;LSB bit-flip;0
value;newton.c;54;1.279829502105713;0-2;LSB bit-flip;0
value;newton.c;54;0.659825325012207;0-2;LSB bit-flip;0
value;newton.c;54;1.4009160995483398;0-2;LSB bit-flip;0
value;newton.c;54;0.8493075370788574;0-2;LSB bit-flip;0
f_output;newton.c;40;1.0942652225494385;0-2;LSB bit-flip;0
value;newton.c;54;0.8696925640106201;0-2;LSB bit-flip;0
index;newton.c;41;1.0679240226745605;0-2;LSB bit-flip;0
value;newton.c;54;1.605837106704712;0-2;LSB bit-flip;0
_rtld_global;rtld.c;140;0.2710747718811035;0-2;LSB bit-flip;0
value;newton.c;54;0.8660681247711182;0-2;LSB bit-flip;0
value;newton.c;54;1.0880038738250732;0-2;LSB bit-flip;0
value;newton.c;54;1.2403936386108398;0-2;LSB bit-flip;0
index;newton.c;41;1.487844467163086;0-2;LSB bit-flip;0
value;newton.c;54;1.439908504486084;0-2;LSB bit-flip;0
value;newton.c;54;1.4723498821258545;0-2;LSB bit-flip;0
result;newton.c;39;1.4388136863708496;0-2;LSB bit-flip;0
value;newton.c;54;1.0659711360931396;0-2;LSB bit-flip;0
value;newton.c;54;0.7291228771209717;0-2;LSB bit-flip;0
value;newton.c;54;0.9931886196136475;0-2;LSB bit-flip;0
m;newton.c;55;1.2309050559997559;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.888115644454956;0-2;LSB bit-flip;0
value;newton.c;54;0.5341663360595703;0-2;LSB bit-flip;0
value;newton.c;54;1.345747947692871;0-2;LSB bit-flip;0
value;newton.c;54;1.3039536476135254;0-2;LSB bit-flip;0
value;newton.c;54;0.38265395164489746;0-2;LSB bit-flip;0
value;newton.c;54;0.6424353122711182;0-2;LSB bit-flip;0
m;newton.c;55;0.9588527679443359;0-2;LSB bit-flip;0
value;newton.c;54;0.5753350257873535;0-2;LSB bit-flip;0
value;newton.c;54;1.2742881774902344;0-2;LSB bit-flip;0
value;newton.c;54;0.6261208057403564;0-2;LSB bit-flip;0
value;newton.c;54;0.957099199295044;0-2;LSB bit-flip;0
value;newton.c;54;0.8079550266265869;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.9087762832641602;0-2;LSB bit-flip;0
value;newton.c;54;0.8888053894042969;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.8133251667022705;0-2;LSB bit-flip;0
value;newton.c;54;0.5259590148925781;0-2;LSB bit-flip;0
value;newton.c;54;0.9584119319915771;0-2;LSB bit-flip;0
value;newton.c;54;0.8748950958251953;0-2;LSB bit-flip;0
value;newton.c;54;1.0807476043701172;0-2;LSB bit-flip;0
value;newton.c;54;1.4706385135650635;0-2;LSB bit-flip;0
value;newton.c;54;1.038633108139038;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.8509840965270996;0-2;LSB bit-flip;0
value;newton.c;16;0.3720815181732178;0-2;LSB bit-flip;0
value;newton.c;54;1.420621633529663;0-2;LSB bit-flip;0
result;newton.c;39;0.9477434158325195;0-2;LSB bit-flip;0
value;newton.c;16;0.6449117660522461;0-2;LSB bit-flip;0
value;newton.c;54;1.2951710224151611;0-2;LSB bit-flip;0
value;newton.c;54;0.7550981044769287;0-2;LSB bit-flip;0
value;newton.c;54;1.409083366394043;0-2;LSB bit-flip;0
m;newton.c;55;1.2886497974395752;0-2;LSB bit-flip;0
index;newton.c;41;1.2337751388549805;0-2;LSB bit-flip;0
allowed_error;newton.c;54;0.84755539894104;0-2;LSB bit-flip;0
index;newton.c;41;1.2676043510437012;0-2;LSB bit-flip;0
