Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
filename;newton.c;16;0.5708119869232178;0-2;LSB bit-flip
vector;newton.c;16;0.936302661895752;0-2;LSB bit-flip
vector;newton.c;16;0.43735384941101074;0-2;LSB bit-flip
index;newton.c;18;1.266108751296997;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7091922760009766;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.23054242134094238;0-2;LSB bit-flip
result;newton.c;57;1.6325113773345947;0-2;LSB bit-flip
result;newton.c;57;0.7739617824554443;0-2;LSB bit-flip
vector;newton.c;16;1.5062143802642822;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.8500938415527344;0-2;LSB bit-flip
path;newton.c;57;0.7268738746643066;0-2;LSB bit-flip
__GI__dl_argv;rtld.c;83;0.26184892654418945;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.18831610679626465;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7970588207244873;0-2;LSB bit-flip
index;newton.c;18;1.111220359802246;0-2;LSB bit-flip
path;newton.c;57;0.6953248977661133;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.16813087463378906;0-2;LSB bit-flip
exponent;strtod_l.c;339;0.850297212600708;0-2;LSB bit-flip
f_input;newton.c;17;1.6104557514190674;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;1.0393109321594238;0-2;LSB bit-flip
f_input;newton.c;17;0.3097703456878662;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.5577373504638672;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.6594130992889404;0-2;LSB bit-flip
_dl_argv;rtld.c;86;1.13377046585083;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9580671787261963;0-2;LSB bit-flip
__GI__dl_argv;rtld.c;83;0.49296092987060547;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.9095418453216553;0-2;LSB bit-flip
result;newton.c;57;1.2529606819152832;0-2;LSB bit-flip
path;newton.c;57;0.5410690307617188;0-2;LSB bit-flip
vector;newton.c;16;0.7669224739074707;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9412658214569092;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9586155414581299;0-2;LSB bit-flip
path;newton.c;57;0.42981576919555664;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.6706771850585938;0-2;LSB bit-flip
index;newton.c;18;0.3561680316925049;0-2;LSB bit-flip
vector;newton.c;16;0.7595677375793457;0-2;LSB bit-flip
path;newton.c;57;0.9070377349853516;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7652416229248047;0-2;LSB bit-flip
result;newton.c;57;0.8700344562530518;0-2;LSB bit-flip
path;newton.c;57;0.610759973526001;0-2;LSB bit-flip
f_input;newton.c;17;1.1179585456848145;0-2;LSB bit-flip
filename;newton.c;16;0.553539514541626;0-2;LSB bit-flip
vector;newton.c;57;0.9944798946380615;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7851638793945312;0-2;LSB bit-flip
path;newton.c;57;0.27793216705322266;0-2;LSB bit-flip
path;newton.c;57;0.20880413055419922;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.3758835792541504;0-2;LSB bit-flip
_rtld_global_ro;rtld.c;168;0.4851069450378418;0-2;LSB bit-flip
f_input;newton.c;17;0.42696094512939453;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.636744499206543;0-2;LSB bit-flip
vector;newton.c;57;1.2205324172973633;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.8505358695983887;0-2;LSB bit-flip
result;newton.c;57;1.9429380893707275;0-2;LSB bit-flip
index;newton.c;18;0.8688528537750244;0-2;LSB bit-flip
path;newton.c;57;0.6843471527099609;0-2;LSB bit-flip
filename;newton.c;16;0.9556844234466553;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.4207782745361328;0-2;LSB bit-flip
result;newton.c;57;0.6785101890563965;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.5284533500671387;0-2;LSB bit-flip
filename;newton.c;16;0.8218770027160645;0-2;LSB bit-flip
result;newton.c;57;1.249053716659546;0-2;LSB bit-flip
index;newton.c;18;1.1043167114257812;0-2;LSB bit-flip
nptr;strtod_l.c;479;1.019324779510498;0-2;LSB bit-flip
_rtld_global;rtld.c;140;0.8986423015594482;0-2;LSB bit-flip
index;newton.c;18;1.5823776721954346;0-2;LSB bit-flip
