Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
vector;newton.c;16;0.9424073696136475;0-2;LSB bit-flip;1
value;newton.c;46;0.5948460102081299;0-2;LSB bit-flip;1
value;newton.c;46;0.41095542907714844;0-2;LSB bit-flip;1
result;newton.c;57;1.0537822246551514;0-2;LSB bit-flip;1
value;newton.c;46;0.3386404514312744;0-2;LSB bit-flip;1
i;newton.c;59;0.6668357849121094;0-2;LSB bit-flip;1
vector;newton.c;16;1.062300205230713;0-2;LSB bit-flip;1
result;newton.c;57;1.630988597869873;0-2;LSB bit-flip;1
value;newton.c;8;0.6269965171813965;0-2;LSB bit-flip;1
value;newton.c;46;1.5403079986572266;0-2;LSB bit-flip;1
value;newton.c;8;0.5634157657623291;0-2;LSB bit-flip;1
vector;newton.c;57;0.48473453521728516;0-2;LSB bit-flip;1
i;newton.c;59;1.193260908126831;0-2;LSB bit-flip;1
value;newton.c;8;0.9844410419464111;0-2;LSB bit-flip;1
result;newton.c;57;0.6681721210479736;0-2;LSB bit-flip;1
i;newton.c;59;1.339554786682129;0-2;LSB bit-flip;1
i;newton.c;59;0.611619234085083;0-2;LSB bit-flip;1
value;newton.c;46;1.2975854873657227;0-2;LSB bit-flip;1
value;newton.c;8;1.7167339324951172;0-2;LSB bit-flip;1
vector;newton.c;57;1.721585988998413;0-2;LSB bit-flip;1
vector;newton.c;57;0.6555478572845459;0-2;LSB bit-flip;1
vector;newton.c;57;1.2436270713806152;0-2;LSB bit-flip;1
result;newton.c;57;0.8324108123779297;0-2;LSB bit-flip;1
value;newton.c;46;0.6756453514099121;0-2;LSB bit-flip;1
vector;newton.c;16;0.8890135288238525;0-2;LSB bit-flip;1
value;newton.c;46;0.9543297290802002;0-2;LSB bit-flip;1
m;newton.c;47;0.7786719799041748;0-2;LSB bit-flip;1
result;newton.c;57;0.743903636932373;0-2;LSB bit-flip;1
value;newton.c;46;0.7100734710693359;0-2;LSB bit-flip;1
vector;newton.c;57;1.7063534259796143;0-2;LSB bit-flip;1
result;newton.c;57;1.130051851272583;0-2;LSB bit-flip;1
value;newton.c;46;1.0998961925506592;0-2;LSB bit-flip;1
value;newton.c;12;1.2268943786621094;0-2;LSB bit-flip;1
result;newton.c;57;0.8937664031982422;0-2;LSB bit-flip;1
value;newton.c;8;1.8120224475860596;0-2;LSB bit-flip;1
value;newton.c;46;1.1106746196746826;0-2;LSB bit-flip;1
value;newton.c;46;1.7170124053955078;0-2;LSB bit-flip;1
vector;newton.c;16;0.8057432174682617;0-2;LSB bit-flip;1
i;newton.c;59;0.8952269554138184;0-2;LSB bit-flip;1
vector;newton.c;16;1.060718297958374;0-2;LSB bit-flip;1
value;newton.c;46;0.7872660160064697;0-2;LSB bit-flip;1
result;newton.c;57;1.3095149993896484;0-2;LSB bit-flip;1
result;newton.c;57;0.8745331764221191;0-2;LSB bit-flip;1
vector;newton.c;57;1.3994274139404297;0-2;LSB bit-flip;1
value;newton.c;46;1.18719482421875;0-2;LSB bit-flip;1
value;newton.c;8;1.2189271450042725;0-2;LSB bit-flip;1
value;newton.c;46;0.9959781169891357;0-2;LSB bit-flip;1
value;newton.c;46;1.0722193717956543;0-2;LSB bit-flip;1
i;newton.c;59;0.8637301921844482;0-2;LSB bit-flip;1
value;newton.c;63;1.1314599514007568;0-2;LSB bit-flip;1
result;newton.c;57;1.378889799118042;0-2;LSB bit-flip;1
value;newton.c;46;1.1819846630096436;0-2;LSB bit-flip;1
value;newton.c;46;1.6389405727386475;0-2;LSB bit-flip;1
value;newton.c;8;1.0298914909362793;0-2;LSB bit-flip;1
i;newton.c;59;1.135716199874878;0-2;LSB bit-flip;1
i;newton.c;59;0.645665168762207;0-2;LSB bit-flip;1
value;newton.c;8;0.8579013347625732;0-2;LSB bit-flip;1
vector;newton.c;16;1.165123462677002;0-2;LSB bit-flip;1
vector;newton.c;57;0.941716194152832;0-2;LSB bit-flip;1
value;newton.c;12;1.2234091758728027;0-2;LSB bit-flip;1
vector;newton.c;16;0.8003785610198975;0-2;LSB bit-flip;1
vector;newton.c;57;0.4247474670410156;0-2;LSB bit-flip;1
value;newton.c;46;0.878140926361084;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.1284613609313965;0-2;LSB bit-flip;1
value;newton.c;8;0.4948000907897949;0-2;LSB bit-flip;1
value;newton.c;46;1.249962329864502;0-2;LSB bit-flip;1
i;newton.c;59;0.8950145244598389;0-2;LSB bit-flip;1
result;newton.c;57;1.8061065673828125;0-2;LSB bit-flip;1
value;newton.c;8;1.6392574310302734;0-2;LSB bit-flip;1
allowed_error;newton.c;46;0.6013932228088379;0-2;LSB bit-flip;1
vector;newton.c;57;1.0425832271575928;0-2;LSB bit-flip;1
value;newton.c;46;1.1759717464447021;0-2;LSB bit-flip;1
result;newton.c;57;0.443037748336792;0-2;LSB bit-flip;1
value;newton.c;8;0.4889674186706543;0-2;LSB bit-flip;1
vector;newton.c;16;0.8318383693695068;0-2;LSB bit-flip;1
vector;newton.c;57;1.140815258026123;0-2;LSB bit-flip;1
value;newton.c;46;1.193882942199707;0-2;LSB bit-flip;1
vector;newton.c;57;1.6063423156738281;0-2;LSB bit-flip;1
value;newton.c;46;1.3939175605773926;0-2;LSB bit-flip;1
value;newton.c;46;0.628899335861206;0-2;LSB bit-flip;1
value;newton.c;8;1.2013578414916992;0-2;LSB bit-flip;1
allowed_error;newton.c;46;0.9670414924621582;0-2;LSB bit-flip;1
result;newton.c;57;0.27176523208618164;0-2;LSB bit-flip;1
vector;newton.c;57;1.010526418685913;0-2;LSB bit-flip;1
i;newton.c;59;1.2310492992401123;0-2;LSB bit-flip;1
vector;newton.c;57;0.7605810165405273;0-2;LSB bit-flip;1
vector;newton.c;16;1.4434876441955566;0-2;LSB bit-flip;1
value;newton.c;12;1.244081735610962;0-2;LSB bit-flip;1
result;newton.c;57;0.7951157093048096;0-2;LSB bit-flip;1
value;newton.c;8;0.7353510856628418;0-2;LSB bit-flip;1
vector;newton.c;57;0.994981050491333;0-2;LSB bit-flip;1
value;newton.c;46;0.5108029842376709;0-2;LSB bit-flip;1
vector;newton.c;57;0.724755048751831;0-2;LSB bit-flip;1
value;newton.c;46;1.248293399810791;0-2;LSB bit-flip;1
vector;newton.c;16;1.4234416484832764;0-2;LSB bit-flip;1
result;newton.c;57;0.973010778427124;0-2;LSB bit-flip;1
i;newton.c;59;1.2879362106323242;0-2;LSB bit-flip;1
vector;newton.c;16;0.2126903533935547;0-2;LSB bit-flip;1
value;newton.c;46;0.8518807888031006;0-2;LSB bit-flip;1
value;newton.c;46;1.3646039962768555;0-2;LSB bit-flip;1
result;newton.c;57;0.657088041305542;0-2;LSB bit-flip;1
value;newton.c;46;0.7355258464813232;0-2;LSB bit-flip;1
i;newton.c;59;1.7404568195343018;0-2;LSB bit-flip;1
i;newton.c;59;1.582988977432251;0-2;LSB bit-flip;1
value;newton.c;8;0.980562686920166;0-2;LSB bit-flip;1
vector;newton.c;16;0.8922812938690186;0-2;LSB bit-flip;1
i;newton.c;59;0.7270824909210205;0-2;LSB bit-flip;1
value;newton.c;8;1.2213680744171143;0-2;LSB bit-flip;1
value;newton.c;46;0.8807375431060791;0-2;LSB bit-flip;1
i;newton.c;59;0.8464763164520264;0-2;LSB bit-flip;1
i;newton.c;59;0.8511722087860107;0-2;LSB bit-flip;1
value;newton.c;46;0.7944350242614746;0-2;LSB bit-flip;1
vector;newton.c;16;1.0632848739624023;0-2;LSB bit-flip;1
result;newton.c;57;0.5149750709533691;0-2;LSB bit-flip;1
i;newton.c;59;0.972008228302002;0-2;LSB bit-flip;1
value;newton.c;46;1.9145236015319824;0-2;LSB bit-flip;1
vector;newton.c;57;0.5392477512359619;0-2;LSB bit-flip;1
vector;newton.c;57;0.8234925270080566;0-2;LSB bit-flip;1
vector;newton.c;16;0.31749725341796875;0-2;LSB bit-flip;1
vector;newton.c;16;0.3069941997528076;0-2;LSB bit-flip;1
vector;newton.c;57;1.0670804977416992;0-2;LSB bit-flip;1
vector;newton.c;16;0.8777735233306885;0-2;LSB bit-flip;1
value;newton.c;8;0.3794708251953125;0-2;LSB bit-flip;1
vector;newton.c;16;0.9651379585266113;0-2;LSB bit-flip;1
result;newton.c;57;1.096390724182129;0-2;LSB bit-flip;1
value;newton.c;46;1.3328921794891357;0-2;LSB bit-flip;1
result;newton.c;57;0.9565539360046387;0-2;LSB bit-flip;1
vector;newton.c;16;1.6307127475738525;0-2;LSB bit-flip;1
vector;newton.c;16;1.1363248825073242;0-2;LSB bit-flip;1
vector;newton.c;57;0.5473310947418213;0-2;LSB bit-flip;1
i;newton.c;59;0.7956771850585938;0-2;LSB bit-flip;1
value;newton.c;46;1.0628480911254883;0-2;LSB bit-flip;1
vector;newton.c;16;1.046452283859253;0-2;LSB bit-flip;1
allowed_error;newton.c;46;0.6792776584625244;0-2;LSB bit-flip;1
value;newton.c;46;1.0299108028411865;0-2;LSB bit-flip;1
i;newton.c;59;1.0166826248168945;0-2;LSB bit-flip;1
value;newton.c;46;0.6856555938720703;0-2;LSB bit-flip;1
vector;newton.c;57;0.3671736717224121;0-2;LSB bit-flip;1
i;newton.c;59;0.8761014938354492;0-2;LSB bit-flip;1
value;newton.c;8;0.7476675510406494;0-2;LSB bit-flip;1
result;newton.c;57;1.0921359062194824;0-2;LSB bit-flip;1
value;newton.c;8;0.40448641777038574;0-2;LSB bit-flip;1
value;newton.c;46;1.2367427349090576;0-2;LSB bit-flip;1
vector;newton.c;16;1.1975114345550537;0-2;LSB bit-flip;1
i;newton.c;59;0.6315367221832275;0-2;LSB bit-flip;1
vector;newton.c;16;0.19603323936462402;0-2;LSB bit-flip;1
value;newton.c;46;0.9680757522583008;0-2;LSB bit-flip;1
nptr;strtod_l.c;479;0.9592218399047852;0-2;LSB bit-flip;1
vector;newton.c;16;0.8124759197235107;0-2;LSB bit-flip;1
value;newton.c;46;0.5747644901275635;0-2;LSB bit-flip;1
value;newton.c;8;1.3837428092956543;0-2;LSB bit-flip;1
vector;newton.c;57;0.8683404922485352;0-2;LSB bit-flip;1
value;newton.c;46;1.4214050769805908;0-2;LSB bit-flip;1
vector;newton.c;57;0.4844355583190918;0-2;LSB bit-flip;1
value;newton.c;8;1.0030686855316162;0-2;LSB bit-flip;1
allowed_error;newton.c;46;0.9213805198669434;0-2;LSB bit-flip;1
result;newton.c;57;0.9474589824676514;0-2;LSB bit-flip;1
result;newton.c;57;1.305997610092163;0-2;LSB bit-flip;1
vector;newton.c;57;0.3971421718597412;0-2;LSB bit-flip;1
i;newton.c;59;1.1390020847320557;0-2;LSB bit-flip;1
result;newton.c;57;1.7692465782165527;0-2;LSB bit-flip;1
vector;newton.c;16;0.5183718204498291;0-2;LSB bit-flip;1
i;newton.c;59;0.4512815475463867;0-2;LSB bit-flip;1
allowed_error;newton.c;61;0.37464070320129395;0-2;LSB bit-flip;1
i;newton.c;59;0.5270183086395264;0-2;LSB bit-flip;1
vector;newton.c;16;1.4599637985229492;0-2;LSB bit-flip;1
value;newton.c;46;0.48596882820129395;0-2;LSB bit-flip;1
i;newton.c;59;1.6007158756256104;0-2;LSB bit-flip;1
vector;newton.c;57;1.3258275985717773;0-2;LSB bit-flip;1
i;newton.c;59;1.267195701599121;0-2;LSB bit-flip;1
result;newton.c;57;0.8632221221923828;0-2;LSB bit-flip;1
i;newton.c;59;1.0398118495941162;0-2;LSB bit-flip;1
value;newton.c;46;0.44377803802490234;0-2;LSB bit-flip;1
value;newton.c;46;1.1009838581085205;0-2;LSB bit-flip;1
allowed_error;newton.c;61;1.0467143058776855;0-2;LSB bit-flip;1
vector;newton.c;16;0.5821495056152344;0-2;LSB bit-flip;1
vector;newton.c;16;0.33330512046813965;0-2;LSB bit-flip;1
result;newton.c;57;1.2109296321868896;0-2;LSB bit-flip;1
result;newton.c;57;1.9350910186767578;0-2;LSB bit-flip;1
last_digit_odd;../include/rounding-mode.h;43;1.041402816772461;0-2;LSB bit-flip;1
result;newton.c;57;0.4153437614440918;0-2;LSB bit-flip;1
i;newton.c;59;1.5679409503936768;0-2;LSB bit-flip;1
value;newton.c;8;0.9259867668151855;0-2;LSB bit-flip;1
value;newton.c;46;0.35892295837402344;0-2;LSB bit-flip;1
result;newton.c;57;0.9204874038696289;0-2;LSB bit-flip;1
value;newton.c;46;0.9570920467376709;0-2;LSB bit-flip;1
value;newton.c;46;0.9395570755004883;0-2;LSB bit-flip;1
result;newton.c;57;1.2072267532348633;0-2;LSB bit-flip;1
result;newton.c;57;0.5760660171508789;0-2;LSB bit-flip;1
i;newton.c;59;0.9562125205993652;0-2;LSB bit-flip;1
result;newton.c;57;0.8180074691772461;0-2;LSB bit-flip;1
result;newton.c;57;1.57698655128479;0-2;LSB bit-flip;1
vector;newton.c;57;1.6736047267913818;0-2;LSB bit-flip;1
i;newton.c;59;0.4185934066772461;0-2;LSB bit-flip;1
result;newton.c;57;1.5403566360473633;0-2;LSB bit-flip;1
value;newton.c;46;0.8777384757995605;0-2;LSB bit-flip;1
vector;newton.c;16;0.8020122051239014;0-2;LSB bit-flip;1
value;newton.c;46;0.6034963130950928;0-2;LSB bit-flip;1
value;newton.c;46;0.9700710773468018;0-2;LSB bit-flip;1
i;newton.c;59;0.8244221210479736;0-2;LSB bit-flip;1
value;newton.c;8;1.8046989440917969;0-2;LSB bit-flip;1
vector;newton.c;16;1.303530216217041;0-2;LSB bit-flip;1
value;newton.c;8;1.0454423427581787;0-2;LSB bit-flip;1
value;newton.c;8;1.272472858428955;0-2;LSB bit-flip;1
allowed_error;newton.c;61;1.2948565483093262;0-2;LSB bit-flip;1
vector;newton.c;57;0.8962182998657227;0-2;LSB bit-flip;1
vector;newton.c;16;0.9619548320770264;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.861907958984375;0-2;LSB bit-flip;1
value;newton.c;46;0.6747503280639648;0-2;LSB bit-flip;1
value;newton.c;46;0.8787147998809814;0-2;LSB bit-flip;1
value;newton.c;46;1.0638585090637207;0-2;LSB bit-flip;1
vector;newton.c;57;0.3660566806793213;0-2;LSB bit-flip;1
i;newton.c;59;0.9626176357269287;0-2;LSB bit-flip;1
value;newton.c;8;1.7110159397125244;0-2;LSB bit-flip;1
result;newton.c;57;1.0425457954406738;0-2;LSB bit-flip;1
value;newton.c;46;0.6271986961364746;0-2;LSB bit-flip;1
value;newton.c;46;1.2437570095062256;0-2;LSB bit-flip;1
result;newton.c;57;0.430072546005249;0-2;LSB bit-flip;1
value;newton.c;8;0.9150345325469971;0-2;LSB bit-flip;1
vector;newton.c;57;1.107849359512329;0-2;LSB bit-flip;1
value;newton.c;8;0.6992344856262207;0-2;LSB bit-flip;1
value;newton.c;46;0.33199095726013184;0-2;LSB bit-flip;1
result;newton.c;57;1.5187945365905762;0-2;LSB bit-flip;1
i;newton.c;59;0.5718271732330322;0-2;LSB bit-flip;1
vector;newton.c;16;0.6243383884429932;0-2;LSB bit-flip;1
result;newton.c;57;0.679645299911499;0-2;LSB bit-flip;1
i;newton.c;59;0.5271859169006348;0-2;LSB bit-flip;1
value;newton.c;46;0.6108348369598389;0-2;LSB bit-flip;1
vector;newton.c;16;1.0129423141479492;0-2;LSB bit-flip;1
vector;newton.c;57;1.4142496585845947;0-2;LSB bit-flip;1
value;newton.c;46;0.3978278636932373;0-2;LSB bit-flip;1
vector;newton.c;57;1.6786613464355469;0-2;LSB bit-flip;1
vector;newton.c;16;0.3845853805541992;0-2;LSB bit-flip;1
vector;newton.c;16;0.6497104167938232;0-2;LSB bit-flip;1
allowed_error;newton.c;46;0.926567792892456;0-2;LSB bit-flip;1
i;newton.c;59;1.6607587337493896;0-2;LSB bit-flip;1
i;newton.c;59;1.2438437938690186;0-2;LSB bit-flip;1
vector;newton.c;57;1.2913987636566162;0-2;LSB bit-flip;1
vector;newton.c;57;1.2068815231323242;0-2;LSB bit-flip;1
value;newton.c;8;1.141214370727539;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.4532599449157715;0-2;LSB bit-flip;1
i;newton.c;59;1.0003492832183838;0-2;LSB bit-flip;1
value;newton.c;46;0.3235905170440674;0-2;LSB bit-flip;1
i;newton.c;59;1.710146427154541;0-2;LSB bit-flip;1
vector;newton.c;57;0.43328356742858887;0-2;LSB bit-flip;1
vector;newton.c;57;0.30780673027038574;0-2;LSB bit-flip;1
value;newton.c;8;0.475172758102417;0-2;LSB bit-flip;1
value;newton.c;46;0.9723808765411377;0-2;LSB bit-flip;1
vector;newton.c;16;1.0242884159088135;0-2;LSB bit-flip;1
vector;newton.c;57;0.9243321418762207;0-2;LSB bit-flip;1
value;newton.c;46;0.9612600803375244;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.005876064300537;0-2;LSB bit-flip;1
result;newton.c;57;1.523681640625;0-2;LSB bit-flip;1
vector;newton.c;57;1.1191847324371338;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.6953222751617432;0-2;LSB bit-flip;1
value;newton.c;46;1.0628020763397217;0-2;LSB bit-flip;1
value;newton.c;8;0.9284048080444336;0-2;LSB bit-flip;1
m;newton.c;47;0.46739745140075684;0-2;LSB bit-flip;1
value;newton.c;46;0.39847660064697266;0-2;LSB bit-flip;1
value;newton.c;46;1.0441975593566895;0-2;LSB bit-flip;1
value;newton.c;46;0.7962296009063721;0-2;LSB bit-flip;1
value;newton.c;46;0.860429048538208;0-2;LSB bit-flip;1
result;newton.c;57;0.9878053665161133;0-2;LSB bit-flip;1
i;newton.c;59;1.0491759777069092;0-2;LSB bit-flip;1
result;newton.c;57;0.37883973121643066;0-2;LSB bit-flip;1
value;newton.c;8;0.4797048568725586;0-2;LSB bit-flip;1
value;newton.c;8;1.3289763927459717;0-2;LSB bit-flip;1
vector;newton.c;57;0.7089962959289551;0-2;LSB bit-flip;1
vector;newton.c;57;1.0112886428833008;0-2;LSB bit-flip;1
vector;newton.c;16;0.5175344944000244;0-2;LSB bit-flip;1
m;newton.c;47;1.662886142730713;0-2;LSB bit-flip;1
value;newton.c;46;1.2562553882598877;0-2;LSB bit-flip;1
value;newton.c;46;0.43863987922668457;0-2;LSB bit-flip;1
vector;newton.c;57;0.9207472801208496;0-2;LSB bit-flip;1
result;newton.c;57;1.018237829208374;0-2;LSB bit-flip;1
allowed_error;newton.c;61;0.5997395515441895;0-2;LSB bit-flip;1
value;newton.c;8;0.5494205951690674;0-2;LSB bit-flip;1
vector;newton.c;16;0.33519625663757324;0-2;LSB bit-flip;1
vector;newton.c;57;0.8153855800628662;0-2;LSB bit-flip;1
vector;newton.c;16;0.45638227462768555;0-2;LSB bit-flip;1
vector;newton.c;16;1.139632225036621;0-2;LSB bit-flip;1
value;newton.c;46;0.9993493556976318;0-2;LSB bit-flip;1
i;newton.c;59;1.4140374660491943;0-2;LSB bit-flip;1
i;newton.c;59;1.047896385192871;0-2;LSB bit-flip;1
i;newton.c;59;1.169710636138916;0-2;LSB bit-flip;1
value;newton.c;46;0.781505823135376;0-2;LSB bit-flip;1
value;newton.c;46;0.6512002944946289;0-2;LSB bit-flip;1
result;newton.c;57;0.6574838161468506;0-2;LSB bit-flip;1
value;newton.c;46;1.4045186042785645;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.5027446746826172;0-2;LSB bit-flip;1
value;newton.c;46;0.6935398578643799;0-2;LSB bit-flip;1
i;newton.c;59;0.5910370349884033;0-2;LSB bit-flip;1
i;newton.c;59;0.8172600269317627;0-2;LSB bit-flip;1
value;newton.c;46;1.3741223812103271;0-2;LSB bit-flip;1
value;newton.c;46;1.626593828201294;0-2;LSB bit-flip;1
result;newton.c;57;0.7458500862121582;0-2;LSB bit-flip;1
m;newton.c;47;1.4741601943969727;0-2;LSB bit-flip;1
result;newton.c;57;1.3750557899475098;0-2;LSB bit-flip;1
result;newton.c;57;1.4113545417785645;0-2;LSB bit-flip;1
value;newton.c;46;0.7975177764892578;0-2;LSB bit-flip;1
result;newton.c;57;0.5183966159820557;0-2;LSB bit-flip;1
value;newton.c;46;1.625345230102539;0-2;LSB bit-flip;1
i;newton.c;59;0.6265852451324463;0-2;LSB bit-flip;1
value;newton.c;8;0.7568614482879639;0-2;LSB bit-flip;1
value;newton.c;8;0.3601090908050537;0-2;LSB bit-flip;1
i;newton.c;59;0.4705219268798828;0-2;LSB bit-flip;1
vector;newton.c;57;0.39315152168273926;0-2;LSB bit-flip;1
result;newton.c;57;1.1558494567871094;0-2;LSB bit-flip;1
value;newton.c;8;0.4723794460296631;0-2;LSB bit-flip;1
i;newton.c;59;0.8948261737823486;0-2;LSB bit-flip;1
value;newton.c;46;1.247145652770996;0-2;LSB bit-flip;1
exponent;strtod_l.c;484;0.8053395748138428;0-2;LSB bit-flip;1
value;newton.c;8;0.5076794624328613;0-2;LSB bit-flip;1
result;newton.c;57;0.5587158203125;0-2;LSB bit-flip;1
i;newton.c;59;1.2445409297943115;0-2;LSB bit-flip;1
value;newton.c;8;0.5463433265686035;0-2;LSB bit-flip;1
value;newton.c;46;0.9019365310668945;0-2;LSB bit-flip;1
allowed_error;newton.c;61;0.9706563949584961;0-2;LSB bit-flip;1
i;newton.c;59;0.827315092086792;0-2;LSB bit-flip;1
i;newton.c;59;1.0660121440887451;0-2;LSB bit-flip;1
value;newton.c;8;1.6751911640167236;0-2;LSB bit-flip;1
allowed_error;newton.c;61;0.5461382865905762;0-2;LSB bit-flip;1
result;newton.c;57;1.474740982055664;0-2;LSB bit-flip;1
value;newton.c;46;0.418856143951416;0-2;LSB bit-flip;1
value;newton.c;8;0.8234565258026123;0-2;LSB bit-flip;1
value;newton.c;46;1.1236395835876465;0-2;LSB bit-flip;1
result;newton.c;57;1.4147193431854248;0-2;LSB bit-flip;1
result;newton.c;57;1.1964325904846191;0-2;LSB bit-flip;1
i;newton.c;59;1.4755535125732422;0-2;LSB bit-flip;1
value;newton.c;8;0.4946877956390381;0-2;LSB bit-flip;1
value;newton.c;8;1.3737947940826416;0-2;LSB bit-flip;1
vector;newton.c;16;0.694596529006958;0-2;LSB bit-flip;1
value;newton.c;46;1.2984299659729004;0-2;LSB bit-flip;1
vector;newton.c;57;1.062011957168579;0-2;LSB bit-flip;1
vector;newton.c;16;0.21297931671142578;0-2;LSB bit-flip;1
allowed_error;newton.c;61;1.159147024154663;0-2;LSB bit-flip;1
i;newton.c;59;0.347583532333374;0-2;LSB bit-flip;1
vector;newton.c;16;1.1049678325653076;0-2;LSB bit-flip;1
value;newton.c;8;0.7882885932922363;0-2;LSB bit-flip;1
allowed_error;newton.c;46;1.051635503768921;0-2;LSB bit-flip;1
value;newton.c;46;0.7183778285980225;0-2;LSB bit-flip;1
value;newton.c;8;0.9517347812652588;0-2;LSB bit-flip;1
i;newton.c;59;0.6735067367553711;0-2;LSB bit-flip;1
value;newton.c;8;1.1178700923919678;0-2;LSB bit-flip;1
i;newton.c;59;1.2621805667877197;0-2;LSB bit-flip;1
result;newton.c;57;1.4533686637878418;0-2;LSB bit-flip;1
result;newton.c;57;0.9436161518096924;0-2;LSB bit-flip;1
vector;newton.c;16;1.5129594802856445;0-2;LSB bit-flip;1
value;newton.c;46;1.3348939418792725;0-2;LSB bit-flip;1
vector;newton.c;16;0.5550417900085449;0-2;LSB bit-flip;1
vector;newton.c;16;1.2644951343536377;0-2;LSB bit-flip;1
vector;newton.c;16;1.460381269454956;0-2;LSB bit-flip;1
vector;newton.c;16;0.9259343147277832;0-2;LSB bit-flip;1
result;newton.c;57;1.7277870178222656;0-2;LSB bit-flip;1
vector;newton.c;16;0.7532422542572021;0-2;LSB bit-flip;1
vector;newton.c;57;0.9323558807373047;0-2;LSB bit-flip;1
vector;newton.c;16;0.758173942565918;0-2;LSB bit-flip;1
result;newton.c;57;1.4033584594726562;0-2;LSB bit-flip;1
vector;newton.c;57;0.7612557411193848;0-2;LSB bit-flip;1
result;newton.c;57;1.1904537677764893;0-2;LSB bit-flip;1
vector;newton.c;16;0.23475170135498047;0-2;LSB bit-flip;1
vector;newton.c;16;0.3880314826965332;0-2;LSB bit-flip;1
