Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
id2;newton.c;84;1.169039249420166;0-2;LSB bit-flip
s_args1;newton.c;85;0.9007143974304199;0-2;LSB bit-flip
s_args2;newton.c;85;0.7227005958557129;0-2;LSB bit-flip
id2;newton.c;84;1.0210013389587402;0-2;LSB bit-flip
id2;newton.c;84;0.6169750690460205;0-2;LSB bit-flip
id2;newton.c;84;0.9524271488189697;0-2;LSB bit-flip
id2;newton.c;84;0.7544755935668945;0-2;LSB bit-flip
id2;newton.c;84;0.7370655536651611;0-2;LSB bit-flip
id2;newton.c;84;0.42656755447387695;0-2;LSB bit-flip
id2;newton.c;84;1.2805426120758057;0-2;LSB bit-flip
id2;newton.c;84;0.8831331729888916;0-2;LSB bit-flip
s_args1;newton.c;85;0.9314165115356445;0-2;LSB bit-flip
s_args1;newton.c;85;0.6182212829589844;0-2;LSB bit-flip
id2;newton.c;84;1.202258825302124;0-2;LSB bit-flip
id2;newton.c;84;0.6737861633300781;0-2;LSB bit-flip
id2;newton.c;84;1.1941134929656982;0-2;LSB bit-flip
s_args2;newton.c;85;0.5969071388244629;0-2;LSB bit-flip
id2;newton.c;84;0.9060139656066895;0-2;LSB bit-flip
id2;newton.c;84;0.7768924236297607;0-2;LSB bit-flip
id2;newton.c;84;1.2273411750793457;0-2;LSB bit-flip
s_args1;newton.c;85;0.6458673477172852;0-2;LSB bit-flip
s_args2;newton.c;85;1.0494792461395264;0-2;LSB bit-flip
id2;newton.c;84;0.6920325756072998;0-2;LSB bit-flip
s_args1;newton.c;85;0.5440051555633545;0-2;LSB bit-flip
s_args1;newton.c;85;0.604252815246582;0-2;LSB bit-flip
id2;newton.c;84;1.1691310405731201;0-2;LSB bit-flip
s_args1;newton.c;85;1.3412797451019287;0-2;LSB bit-flip
id2;newton.c;84;1.5156114101409912;0-2;LSB bit-flip
id2;newton.c;84;0.7543971538543701;0-2;LSB bit-flip
id2;newton.c;84;1.1763134002685547;0-2;LSB bit-flip
id2;newton.c;84;1.012439489364624;0-2;LSB bit-flip
id2;newton.c;84;0.7534856796264648;0-2;LSB bit-flip
id2;newton.c;84;1.5746345520019531;0-2;LSB bit-flip
_rtld_global;rtld.c;140;0.7465517520904541;0-2;LSB bit-flip
id2;newton.c;84;0.9415104389190674;0-2;LSB bit-flip
id2;newton.c;84;1.2834577560424805;0-2;LSB bit-flip
id2;newton.c;84;0.9977281093597412;0-2;LSB bit-flip
s_args2;newton.c;85;0.807218074798584;0-2;LSB bit-flip
id2;newton.c;84;0.6181800365447998;0-2;LSB bit-flip
id2;newton.c;84;1.039161205291748;0-2;LSB bit-flip
s_args1;newton.c;85;1.3059437274932861;0-2;LSB bit-flip
id2;newton.c;84;1.1600587368011475;0-2;LSB bit-flip
s_args1;newton.c;85;1.4433109760284424;0-2;LSB bit-flip
s_args2;newton.c;85;0.5064258575439453;0-2;LSB bit-flip
id2;newton.c;84;0.4600694179534912;0-2;LSB bit-flip
s_args1;newton.c;85;0.4620954990386963;0-2;LSB bit-flip
id2;newton.c;84;0.42998743057250977;0-2;LSB bit-flip
s_args2;newton.c;85;0.6555132865905762;0-2;LSB bit-flip
id2;newton.c;84;0.7261955738067627;0-2;LSB bit-flip
id2;newton.c;84;0.35833311080932617;0-2;LSB bit-flip
id2;newton.c;84;0.7612476348876953;0-2;LSB bit-flip
id2;newton.c;84;1.0493581295013428;0-2;LSB bit-flip
id2;newton.c;84;1.1970202922821045;0-2;LSB bit-flip
s_args2;newton.c;85;0.8864905834197998;0-2;LSB bit-flip
id2;newton.c;84;1.6105105876922607;0-2;LSB bit-flip
id2;newton.c;84;0.6595675945281982;0-2;LSB bit-flip
id2;newton.c;84;0.9444074630737305;0-2;LSB bit-flip
id2;newton.c;84;1.0462496280670166;0-2;LSB bit-flip
s_args2;newton.c;85;0.8617432117462158;0-2;LSB bit-flip
id2;newton.c;84;1.0062737464904785;0-2;LSB bit-flip
id2;newton.c;84;1.015427827835083;0-2;LSB bit-flip
id2;newton.c;84;1.3374240398406982;0-2;LSB bit-flip
id2;newton.c;84;1.3992445468902588;0-2;LSB bit-flip
id2;newton.c;84;0.9139928817749023;0-2;LSB bit-flip
id2;newton.c;84;0.831777811050415;0-2;LSB bit-flip
s_args2;newton.c;85;1.1171536445617676;0-2;LSB bit-flip
id2;newton.c;84;0.2545459270477295;0-2;LSB bit-flip
id2;newton.c;84;1.0711731910705566;0-2;LSB bit-flip
s_args1;newton.c;85;0.9917023181915283;0-2;LSB bit-flip
id2;newton.c;84;0.6080045700073242;0-2;LSB bit-flip
s_args1;newton.c;85;1.158008337020874;0-2;LSB bit-flip
id2;newton.c;84;1.4388892650604248;0-2;LSB bit-flip
id2;newton.c;84;0.8475825786590576;0-2;LSB bit-flip
s_args2;newton.c;85;0.5786070823669434;0-2;LSB bit-flip
id2;newton.c;84;0.9000136852264404;0-2;LSB bit-flip
id2;newton.c;84;0.7618427276611328;0-2;LSB bit-flip
id2;newton.c;84;0.8055272102355957;0-2;LSB bit-flip
id2;newton.c;84;1.2113080024719238;0-2;LSB bit-flip
id2;newton.c;84;1.0935885906219482;0-2;LSB bit-flip
id2;newton.c;84;0.19642353057861328;0-2;LSB bit-flip
id2;newton.c;84;0.4324362277984619;0-2;LSB bit-flip
id2;newton.c;84;0.8110175132751465;0-2;LSB bit-flip
s_args2;newton.c;85;0.7554378509521484;0-2;LSB bit-flip
id2;newton.c;84;1.2111883163452148;0-2;LSB bit-flip
id2;newton.c;84;0.37387776374816895;0-2;LSB bit-flip
id2;newton.c;84;0.9915027618408203;0-2;LSB bit-flip
id2;newton.c;84;1.1209747791290283;0-2;LSB bit-flip
id2;newton.c;84;0.9048552513122559;0-2;LSB bit-flip
id2;newton.c;84;0.2665061950683594;0-2;LSB bit-flip
s_args1;newton.c;85;0.22385144233703613;0-2;LSB bit-flip
id2;newton.c;84;0.583855390548706;0-2;LSB bit-flip
id2;newton.c;84;0.7679102420806885;0-2;LSB bit-flip
id2;newton.c;84;1.2964906692504883;0-2;LSB bit-flip
id2;newton.c;84;1.104546308517456;0-2;LSB bit-flip
id2;newton.c;84;1.4876823425292969;0-2;LSB bit-flip
id2;newton.c;84;1.5161869525909424;0-2;LSB bit-flip
id2;newton.c;84;0.8270061016082764;0-2;LSB bit-flip
id2;newton.c;84;1.365811824798584;0-2;LSB bit-flip
s_args2;newton.c;85;0.8124020099639893;0-2;LSB bit-flip
s_args2;newton.c;85;0.758307933807373;0-2;LSB bit-flip
id2;newton.c;84;0.9768714904785156;0-2;LSB bit-flip
id2;newton.c;84;0.35105085372924805;0-2;LSB bit-flip
id2;newton.c;84;1.0527207851409912;0-2;LSB bit-flip
id2;newton.c;84;1.2693405151367188;0-2;LSB bit-flip
id2;newton.c;84;0.8987157344818115;0-2;LSB bit-flip
id2;newton.c;84;0.2610912322998047;0-2;LSB bit-flip
id2;newton.c;84;0.41628098487854004;0-2;LSB bit-flip
id2;newton.c;84;0.29392385482788086;0-2;LSB bit-flip
id2;newton.c;84;0.7320265769958496;0-2;LSB bit-flip
id2;newton.c;84;1.1783661842346191;0-2;LSB bit-flip
id2;newton.c;84;1.1730313301086426;0-2;LSB bit-flip
s_args1;newton.c;85;1.1656324863433838;0-2;LSB bit-flip
id2;newton.c;84;1.240839958190918;0-2;LSB bit-flip
id2;newton.c;84;1.2712101936340332;0-2;LSB bit-flip
id2;newton.c;84;0.49723267555236816;0-2;LSB bit-flip
id2;newton.c;84;0.7080478668212891;0-2;LSB bit-flip
s_args2;newton.c;85;1.411653995513916;0-2;LSB bit-flip
id2;newton.c;84;0.8831281661987305;0-2;LSB bit-flip
id2;newton.c;84;0.755842924118042;0-2;LSB bit-flip
id2;newton.c;84;1.281351089477539;0-2;LSB bit-flip
s_args2;newton.c;85;0.4751474857330322;0-2;LSB bit-flip
id2;newton.c;84;0.5000038146972656;0-2;LSB bit-flip
id2;newton.c;84;0.8362233638763428;0-2;LSB bit-flip
id2;newton.c;84;0.7295427322387695;0-2;LSB bit-flip
id2;newton.c;84;0.7214145660400391;0-2;LSB bit-flip
id2;newton.c;84;1.353717565536499;0-2;LSB bit-flip
s_args2;newton.c;85;0.8975460529327393;0-2;LSB bit-flip
id2;newton.c;84;0.2645394802093506;0-2;LSB bit-flip
id2;newton.c;84;0.9509110450744629;0-2;LSB bit-flip
id2;newton.c;84;1.0496246814727783;0-2;LSB bit-flip
id2;newton.c;84;0.7132842540740967;0-2;LSB bit-flip
id2;newton.c;84;1.2195298671722412;0-2;LSB bit-flip
id2;newton.c;84;0.9353113174438477;0-2;LSB bit-flip
s_args1;newton.c;85;1.1218814849853516;0-2;LSB bit-flip
id2;newton.c;84;0.6368241310119629;0-2;LSB bit-flip
id2;newton.c;84;0.5781204700469971;0-2;LSB bit-flip
id2;newton.c;84;0.7039401531219482;0-2;LSB bit-flip
id2;newton.c;84;0.4044926166534424;0-2;LSB bit-flip
id2;newton.c;84;0.9884734153747559;0-2;LSB bit-flip
id2;newton.c;84;0.6100833415985107;0-2;LSB bit-flip
id2;newton.c;84;1.125166893005371;0-2;LSB bit-flip
id2;newton.c;84;0.6121385097503662;0-2;LSB bit-flip
id2;newton.c;84;1.4290552139282227;0-2;LSB bit-flip
id2;newton.c;84;1.0866265296936035;0-2;LSB bit-flip
s_args2;newton.c;85;1.1547808647155762;0-2;LSB bit-flip
s_args2;newton.c;85;0.8668529987335205;0-2;LSB bit-flip
id2;newton.c;84;1.1199188232421875;0-2;LSB bit-flip
id2;newton.c;84;0.9050335884094238;0-2;LSB bit-flip
s_args2;newton.c;85;0.8163511753082275;0-2;LSB bit-flip
s_args2;newton.c;85;1.1438660621643066;0-2;LSB bit-flip
id2;newton.c;84;1.5944766998291016;0-2;LSB bit-flip
s_args2;newton.c;85;0.5251669883728027;0-2;LSB bit-flip
s_args2;newton.c;85;1.2605884075164795;0-2;LSB bit-flip
id2;newton.c;84;0.7575368881225586;0-2;LSB bit-flip
id2;newton.c;84;1.0311923027038574;0-2;LSB bit-flip
id2;newton.c;84;0.48912978172302246;0-2;LSB bit-flip
id2;newton.c;84;0.38739562034606934;0-2;LSB bit-flip
id2;newton.c;84;1.1119604110717773;0-2;LSB bit-flip
id2;newton.c;84;1.2622261047363281;0-2;LSB bit-flip
id2;newton.c;84;0.6976296901702881;0-2;LSB bit-flip
id2;newton.c;84;0.8511464595794678;0-2;LSB bit-flip
s_args2;newton.c;85;0.872974157333374;0-2;LSB bit-flip
s_args1;newton.c;85;1.3514888286590576;0-2;LSB bit-flip
id2;newton.c;84;1.1641197204589844;0-2;LSB bit-flip
id2;newton.c;84;1.2857849597930908;0-2;LSB bit-flip
id2;newton.c;84;1.0271830558776855;0-2;LSB bit-flip
id2;newton.c;84;0.33673095703125;0-2;LSB bit-flip
id2;newton.c;84;1.7550640106201172;0-2;LSB bit-flip
id2;newton.c;84;0.864473819732666;0-2;LSB bit-flip
s_args1;newton.c;85;0.23456883430480957;0-2;LSB bit-flip
id2;newton.c;84;1.7386224269866943;0-2;LSB bit-flip
id2;newton.c;84;0.7307145595550537;0-2;LSB bit-flip
id2;newton.c;84;0.46663522720336914;0-2;LSB bit-flip
id2;newton.c;84;0.6502556800842285;0-2;LSB bit-flip
id2;newton.c;84;0.48148345947265625;0-2;LSB bit-flip
id2;newton.c;84;0.9649844169616699;0-2;LSB bit-flip
id2;newton.c;84;1.2031724452972412;0-2;LSB bit-flip
id2;newton.c;84;1.0748097896575928;0-2;LSB bit-flip
id2;newton.c;84;1.243586778640747;0-2;LSB bit-flip
s_args1;newton.c;85;1.1235597133636475;0-2;LSB bit-flip
id2;newton.c;84;1.1919279098510742;0-2;LSB bit-flip
s_args1;newton.c;85;0.9703950881958008;0-2;LSB bit-flip
id2;newton.c;84;0.9252808094024658;0-2;LSB bit-flip
id2;newton.c;84;1.4971909523010254;0-2;LSB bit-flip
id2;newton.c;84;0.8411526679992676;0-2;LSB bit-flip
id2;newton.c;84;0.8593645095825195;0-2;LSB bit-flip
id2;newton.c;84;1.3872227668762207;0-2;LSB bit-flip
s_args2;newton.c;85;0.6180484294891357;0-2;LSB bit-flip
id2;newton.c;84;0.9812705516815186;0-2;LSB bit-flip
id2;newton.c;84;0.6928622722625732;0-2;LSB bit-flip
id2;newton.c;84;0.8945133686065674;0-2;LSB bit-flip
id2;newton.c;84;0.974008321762085;0-2;LSB bit-flip
