Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
finput;newton.c;16;0.39185237884521484;0-2;LSB bit-flip
vetor;newton.c;15;0.947760820388794;0-2;LSB bit-flip
finput;newton.c;16;1.1686053276062012;0-2;LSB bit-flip
i;newton.c;17;0.8956444263458252;0-2;LSB bit-flip
finput;newton.c;16;0.7079911231994629;0-2;LSB bit-flip
i;newton.c;17;1.1247985363006592;0-2;LSB bit-flip
i;newton.c;17;1.0640549659729004;0-2;LSB bit-flip
finput;newton.c;16;0.272627592086792;0-2;LSB bit-flip
i;newton.c;17;0.8846409320831299;0-2;LSB bit-flip
i;newton.c;17;0.6031472682952881;0-2;LSB bit-flip
finput;newton.c;16;1.0411810874938965;0-2;LSB bit-flip
i;newton.c;17;0.6697564125061035;0-2;LSB bit-flip
i;newton.c;17;0.61476731300354;0-2;LSB bit-flip
finput;newton.c;16;0.37780237197875977;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.40230798721313477;0-2;LSB bit-flip
i;newton.c;17;0.40644335746765137;0-2;LSB bit-flip
i;newton.c;17;0.5467441082000732;0-2;LSB bit-flip
i;newton.c;17;1.0448341369628906;0-2;LSB bit-flip
i;newton.c;17;0.9713907241821289;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.6988542079925537;0-2;LSB bit-flip
i;newton.c;17;0.3051576614379883;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.3192565441131592;0-2;LSB bit-flip
__GI__dl_argv;rtld.c;83;0.8893923759460449;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7442576885223389;0-2;LSB bit-flip
i;newton.c;17;0.37878847122192383;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.19598126411437988;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.18456196784973145;0-2;LSB bit-flip
finput;newton.c;16;1.1265308856964111;0-2;LSB bit-flip
i;newton.c;17;1.2193255424499512;0-2;LSB bit-flip
vetor;newton.c;15;0.941821813583374;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.29674315452575684;0-2;LSB bit-flip
finput;newton.c;16;0.673529863357544;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.26758456230163574;0-2;LSB bit-flip
i;newton.c;17;0.5310978889465332;0-2;LSB bit-flip
finput;newton.c;16;1.0411348342895508;0-2;LSB bit-flip
__GI__dl_argv;rtld.c;83;0.7572195529937744;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.8310906887054443;0-2;LSB bit-flip
i;newton.c;17;0.5227463245391846;0-2;LSB bit-flip
i;newton.c;17;0.7443358898162842;0-2;LSB bit-flip
finput;newton.c;16;0.711510419845581;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.30109262466430664;0-2;LSB bit-flip
i;newton.c;17;1.014585256576538;0-2;LSB bit-flip
i;newton.c;17;0.9980738162994385;0-2;LSB bit-flip
i;newton.c;17;1.1684021949768066;0-2;LSB bit-flip
vetor;newton.c;15;0.7729852199554443;0-2;LSB bit-flip
finput;newton.c;16;0.9056148529052734;0-2;LSB bit-flip
i;newton.c;17;0.8259050846099854;0-2;LSB bit-flip
_rtld_global;rtld.c;140;0.30068206787109375;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.21880531311035156;0-2;LSB bit-flip
i;newton.c;17;0.846764087677002;0-2;LSB bit-flip
__GI__dl_argv;rtld.c;83;0.753852128982544;0-2;LSB bit-flip
i;newton.c;17;0.47364306449890137;0-2;LSB bit-flip
finput;newton.c;16;0.40651512145996094;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.24337482452392578;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.7904984951019287;0-2;LSB bit-flip
i;newton.c;17;0.821514368057251;0-2;LSB bit-flip
finput;newton.c;16;0.85843825340271;0-2;LSB bit-flip
vetor;newton.c;15;0.6346902847290039;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;1.1304864883422852;0-2;LSB bit-flip
vetor;newton.c;15;0.6194608211517334;0-2;LSB bit-flip
i;newton.c;17;0.3919224739074707;0-2;LSB bit-flip
finput;newton.c;16;0.5136773586273193;0-2;LSB bit-flip
i;newton.c;17;0.20031499862670898;0-2;LSB bit-flip
finput;newton.c;16;0.3564178943634033;0-2;LSB bit-flip
vetor;newton.c;15;0.63258957862854;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.4277379512786865;0-2;LSB bit-flip
finput;newton.c;16;0.9489829540252686;0-2;LSB bit-flip
i;newton.c;17;0.5794765949249268;0-2;LSB bit-flip
i;newton.c;17;1.0448331832885742;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.6399524211883545;0-2;LSB bit-flip
finput;newton.c;16;0.9442131519317627;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.31269359588623047;0-2;LSB bit-flip
i;newton.c;17;0.7792532444000244;0-2;LSB bit-flip
vetor;newton.c;15;0.4884779453277588;0-2;LSB bit-flip
endptr;strtod_l.c;479;0.22296619415283203;0-2;LSB bit-flip
finput;newton.c;16;0.6839540004730225;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.8863885402679443;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;1.141298532485962;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.35767459869384766;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.21031761169433594;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.5013992786407471;0-2;LSB bit-flip
i;newton.c;17;1.0854196548461914;0-2;LSB bit-flip
i;newton.c;17;0.8520963191986084;0-2;LSB bit-flip
i;newton.c;17;1.1114516258239746;0-2;LSB bit-flip
_dl_argv;rtld.c;86;0.7888095378875732;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.6329171657562256;0-2;LSB bit-flip
vetor;newton.c;15;0.5560460090637207;0-2;LSB bit-flip
_rtld_local;rtld.c;162;0.2389533519744873;0-2;LSB bit-flip
i;newton.c;17;0.4467189311981201;0-2;LSB bit-flip
i;newton.c;17;0.5792651176452637;0-2;LSB bit-flip
i;newton.c;17;0.5675809383392334;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.3974771499633789;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.43540287017822266;0-2;LSB bit-flip
_rtld_global_ro;rtld.c;168;0.41712355613708496;0-2;LSB bit-flip
i;newton.c;17;1.0292930603027344;0-2;LSB bit-flip
i;newton.c;17;0.720637321472168;0-2;LSB bit-flip
vetor;newton.c;15;0.8712921142578125;0-2;LSB bit-flip
exponent;strtod_l.c;339;0.5087699890136719;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;1.0467896461486816;0-2;LSB bit-flip
vetor;newton.c;15;0.25829100608825684;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.6949968338012695;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.8416266441345215;0-2;LSB bit-flip
vetor;newton.c;15;0.6324265003204346;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.9314610958099365;0-2;LSB bit-flip
vetor;newton.c;15;0.2990438938140869;0-2;LSB bit-flip
i;newton.c;17;1.0487651824951172;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.15962791442871094;0-2;LSB bit-flip
vetor;newton.c;15;0.6748616695404053;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.79990553855896;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.9133586883544922;0-2;LSB bit-flip
finput;newton.c;16;1.1333606243133545;0-2;LSB bit-flip
i;newton.c;17;0.9612541198730469;0-2;LSB bit-flip
vetor;newton.c;15;0.24495601654052734;0-2;LSB bit-flip
ranges;dl-reloc.c;258;0.18274474143981934;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9578015804290771;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9695794582366943;0-2;LSB bit-flip
_rtld_local;rtld.c;162;0.6637742519378662;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.5282766819000244;0-2;LSB bit-flip
i;newton.c;17;0.6847925186157227;0-2;LSB bit-flip
exponent;strtod_l.c;339;0.8763151168823242;0-2;LSB bit-flip
i;newton.c;17;0.39845776557922363;0-2;LSB bit-flip
finput;newton.c;16;0.8313093185424805;0-2;LSB bit-flip
vetor;newton.c;15;1.2002513408660889;0-2;LSB bit-flip
i;newton.c;17;0.5102417469024658;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9758968353271484;0-2;LSB bit-flip
vetor;newton.c;15;0.7102913856506348;0-2;LSB bit-flip
numsize;strtod_l.c;483;0.4573347568511963;0-2;LSB bit-flip
vetor;newton.c;15;0.3633918762207031;0-2;LSB bit-flip
finput;newton.c;16;1.125218152999878;0-2;LSB bit-flip
vetor;newton.c;15;0.4805872440338135;0-2;LSB bit-flip
finput;newton.c;16;0.9256229400634766;0-2;LSB bit-flip
vetor;newton.c;15;1.0485429763793945;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.910724401473999;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.8992660045623779;0-2;LSB bit-flip
i;newton.c;17;0.2675971984863281;0-2;LSB bit-flip
i;newton.c;17;0.9259734153747559;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.7852208614349365;0-2;LSB bit-flip
i;newton.c;17;0.661043643951416;0-2;LSB bit-flip
i;newton.c;17;1.1775448322296143;0-2;LSB bit-flip
finput;newton.c;16;0.3106262683868408;0-2;LSB bit-flip
i;newton.c;17;1.142524242401123;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;1.012244462966919;0-2;LSB bit-flip
vetor;newton.c;15;0.30558204650878906;0-2;LSB bit-flip
vetor;newton.c;15;0.6744425296783447;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.6114864349365234;0-2;LSB bit-flip
i;newton.c;17;0.15773391723632812;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;0.891974687576294;0-2;LSB bit-flip
i;newton.c;17;0.18543267250061035;0-2;LSB bit-flip
_dl_argv;rtld.c;86;1.0878565311431885;0-2;LSB bit-flip
i;newton.c;17;0.3988032341003418;0-2;LSB bit-flip
vetor;newton.c;15;1.2174808979034424;0-2;LSB bit-flip
i;newton.c;17;0.6988534927368164;0-2;LSB bit-flip
i;newton.c;17;0.22269701957702637;0-2;LSB bit-flip
_dl_skip_args;rtld.c;84;1.095933437347412;0-2;LSB bit-flip
user_entry;../elf/dl-sysdep.c;89;0.9097902774810791;0-2;LSB bit-flip
finput;newton.c;16;0.8647208213806152;0-2;LSB bit-flip
finput;newton.c;16;0.3781318664550781;0-2;LSB bit-flip
vetor;newton.c;15;0.6047770977020264;0-2;LSB bit-flip
i;newton.c;17;0.9391369819641113;0-2;LSB bit-flip
