Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model
vetor;newton.c;15;0.20958423614501953;0-2;LSB bit-flip
value;newton.c;7;0.8809206485748291;0-2;LSB bit-flip
i;newton.c;32;1.4883756637573242;0-2;LSB bit-flip
result;newton.c;30;1.0521466732025146;0-2;LSB bit-flip
allowed_error;newton.c;45;1.332291841506958;0-2;LSB bit-flip
value;newton.c;45;1.1992371082305908;0-2;LSB bit-flip
value;newton.c;45;0.28619861602783203;0-2;LSB bit-flip
value;newton.c;7;0.755277156829834;0-2;LSB bit-flip
result;newton.c;30;1.3212268352508545;0-2;LSB bit-flip
value;newton.c;45;0.7307696342468262;0-2;LSB bit-flip
value;newton.c;7;0.8591957092285156;0-2;LSB bit-flip
value;newton.c;45;1.4420826435089111;0-2;LSB bit-flip
value;newton.c;45;0.5873129367828369;0-2;LSB bit-flip
value;newton.c;7;1.259948492050171;0-2;LSB bit-flip
value;newton.c;45;1.1419062614440918;0-2;LSB bit-flip
foutput;newton.c;31;1.2912375926971436;0-2;LSB bit-flip
value;newton.c;45;0.6364150047302246;0-2;LSB bit-flip
value;newton.c;45;1.355905294418335;0-2;LSB bit-flip
value;newton.c;45;1.0081186294555664;0-2;LSB bit-flip
value;newton.c;45;0.8353681564331055;0-2;LSB bit-flip
allowed_error;newton.c;45;0.7291643619537354;0-2;LSB bit-flip
value;newton.c;7;0.5102906227111816;0-2;LSB bit-flip
value;newton.c;7;1.3189189434051514;0-2;LSB bit-flip
allowed_error;newton.c;45;0.6945827007293701;0-2;LSB bit-flip
value;newton.c;45;0.4243149757385254;0-2;LSB bit-flip
value;newton.c;45;1.315518856048584;0-2;LSB bit-flip
i;newton.c;32;0.951340913772583;0-2;LSB bit-flip
value;newton.c;45;0.9026634693145752;0-2;LSB bit-flip
value;newton.c;45;1.2166666984558105;0-2;LSB bit-flip
value;newton.c;45;0.4247105121612549;0-2;LSB bit-flip
value;newton.c;7;0.6660339832305908;0-2;LSB bit-flip
value;newton.c;7;1.2060942649841309;0-2;LSB bit-flip
value;newton.c;45;1.5827667713165283;0-2;LSB bit-flip
value;newton.c;45;0.6535327434539795;0-2;LSB bit-flip
vetor;newton.c;15;0.8042418956756592;0-2;LSB bit-flip
value;newton.c;45;0.9521989822387695;0-2;LSB bit-flip
vetor;newton.c;15;0.8627021312713623;0-2;LSB bit-flip
vetor;newton.c;15;0.974635124206543;0-2;LSB bit-flip
value;newton.c;7;1.0033705234527588;0-2;LSB bit-flip
vetor;newton.c;15;0.8613712787628174;0-2;LSB bit-flip
value;newton.c;45;1.5281894207000732;0-2;LSB bit-flip
m;newton.c;46;1.4449522495269775;0-2;LSB bit-flip
value;newton.c;7;0.7073359489440918;0-2;LSB bit-flip
value;newton.c;45;0.8254549503326416;0-2;LSB bit-flip
i;newton.c;32;1.5731053352355957;0-2;LSB bit-flip
nptr;strtod_l.c;479;0.7418258190155029;0-2;LSB bit-flip
value;newton.c;45;0.88993239402771;0-2;LSB bit-flip
value;newton.c;45;0.5526034832000732;0-2;LSB bit-flip
i;newton.c;32;1.3274898529052734;0-2;LSB bit-flip
vetor;newton.c;15;0.9620740413665771;0-2;LSB bit-flip
value;newton.c;45;1.2071053981781006;0-2;LSB bit-flip
vetor;newton.c;15;0.3192896842956543;0-2;LSB bit-flip
m;newton.c;46;0.594681978225708;0-2;LSB bit-flip
i;newton.c;32;1.4109807014465332;0-2;LSB bit-flip
value;newton.c;45;1.1287527084350586;0-2;LSB bit-flip
value;newton.c;7;0.6228208541870117;0-2;LSB bit-flip
i;newton.c;32;1.1409950256347656;0-2;LSB bit-flip
value;newton.c;45;1.1173012256622314;0-2;LSB bit-flip
value;newton.c;45;0.5741395950317383;0-2;LSB bit-flip
value;newton.c;45;0.6089737415313721;0-2;LSB bit-flip
allowed_error;newton.c;45;0.35733795166015625;0-2;LSB bit-flip
value;newton.c;45;1.0706782341003418;0-2;LSB bit-flip
value;newton.c;45;0.8337180614471436;0-2;LSB bit-flip
allowed_error;newton.c;45;1.0367743968963623;0-2;LSB bit-flip
