bitflips:;29920
SDCs:;5124
Crashes:;946
Simultaneous SDCs and Crashes:;0

FaultModels SDCs:
FaultModel ;#SDCs; percentage
LSB bit-flip;5124;100.0

FaultModels Crashes:
FaultModel ;#Crashes; percentage
LSB bit-flip;946;18.462138953942233

Variables that caused SDCs:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
82.12445501387238;2523;2072;value;newton.c;45
54.95750708215298;2118;1164;value;newton.c;7
48.09322033898305;944;454;vector;newton.c;15
100.0;322;322;index;newton.c;32
11.172089376715014;2551;285;allowed_error;newton.c;45
9.591755846214824;2523;242;m;newton.c;46
65.14084507042254;284;185;f_output;newton.c;31
54.2319749216301;319;173;result;newton.c;30
35.82089552238806;402;144;value;newton.c;11
55.88235294117647;34;19;nptr;strtod_l.c;479
18.27956989247312;93;17;exponent;strtod_l.c;484
2.771855010660981;469;13;_rtld_local;rtld.c;162
28.57142857142857;35;10;_IO_file_jumps;fileops.c;1560
1.6587677725118484;422;7;_rtld_global;rtld.c;140
0.7490636704119851;801;6;f_input;newton.c;16
80.0;5;4;last_digit_odd;../include/rounding-mode.h;43
22.22222222222222;18;4;__GI__IO_file_jumps;fileops.c;1537
100.0;1;1;decimal;printf_fp.c;225
4.0;25;1;_IO_file_jumps_mmap;fileops.c;1562
4.3478260869565215;23;1;_IO_file_jumps_maybe_mmap;fileops.c;1586

Variables that caused Crash:
PVF ;#flips ;#SDCs ;Var name ;file ;line number
11.132889063112506;2551;284;allowed_error;newton.c;45
17.882836587872557;973;174;index;newton.c;17
18.976279650436954;801;152;f_input;newton.c;16
9.957627118644067;944;94;vector;newton.c;15
16.885964912280702;456;77;user_entry;../elf/dl-sysdep.c;89
14.537444933920703;454;66;_dl_skip_args;rtld.c;84
4.430379746835443;474;21;_dl_argv;rtld.c;86
3.611738148984198;443;16;__GI__dl_argv;rtld.c;83
40.0;35;14;exponent;strtod_l.c;339
13.978494623655912;93;13;exponent;strtod_l.c;484
77.77777777777779;9;7;list_all_lock;genops.c;38
1.4830508474576272;472;7;_rtld_local_ro;rtld.c;202
1.279317697228145;469;6;_rtld_local;rtld.c;162
0.9478672985781991;422;4;_rtld_global;rtld.c;140
3.225806451612903;93;3;numsize;strtod_l.c;483
4.444444444444445;45;2;endptr;strtod_l.c;479
0.4629629629629629;432;2;_rtld_global_ro;rtld.c;168
4.3478260869565215;23;1;_IO_file_jumps_maybe_mmap;fileops.c;1586
11.11111111111111;9;1;grouping;strtod_l.c;530
2.941176470588235;34;1;nptr;strtod_l.c;479
3.571428571428571;28;1;loc;strtod_l.c;480
